cell_line_id,drug_id,response
Li-7,219104,4.047079574396931
KYSE-410,441298,2.439581525248614
SK-N-BE(2),216239,2.088321009137026
SF295,3689413,-1.7224429364651286
HCC366,11228183,1.4003744585360502
Hs 683,6918328,0.6076463522681637
KALS-1,3025944,4.872580488559528
LS1034,53392493,2.644028685817617
JHUEM-3,24180125,3.5826346710476256
KMS-27,15953870,3.4686718283353453
NCI-H2052,6623618,2.380272020833434
OV-90,11717001,4.369599651707677
SCC-4,3634881,3.553304001690331
RT-4,3062316,1.5013745922534365
SUP-T11,24951314,0.8472292332578728
SCaBER,44137675,3.1610375192955815
HPAF-II,568763,4.471378309754231
OCI-Ly19,erlotinib-PLX-4032 (2-1 mol-mol),2.216175007521366
Mono-Mac-1,10026128,4.356045161202684
BICR 56,6918878,1.040555911780174
COLO 684,vorinostat-carboplatin (1-1 mol-mol),3.5892569252571396
Fu97,selumetinib-BRD-A02303741 (4-1 mol-mol),4.864095839608479
SNU-410,56973724,4.480117895611675
Hs 746.T,5746,2.274816313430957
COLO 684,151289,0.7391810353265504
SCC-4,tanespimycin-gemcitabine (1-1 mol-mol),-0.1603805652138008
HCC1143,135398516,2.188515967576281
NCI-H716,9911463,3.7061520966996033
NCI-H2087,122327,3.915609352790721
G-361,11964036,1.5590339013606171
SUP-B15,56946209,-5.482671586886476
A-375,16720766,-0.0395258820383829
BT 228,9907093,5.763735571498202
VMRC-RCZ,984333,1.34920038106189
KP-2,1242560,4.0093517851667295
SNU-1105,452548,1.4485701673736726
NCI-H28,52912189,1.034542437676302
NCI-H650,100016,5.632760623979546
SCC-25,168312962,3.2060434191038043
FTC-238,JQ-1-carboplatin (1-1 mol-mol),3.2551841017728083
AU565,9967941,3.769081839228565
DK-MG,selumetinib-GDC-0941 (4-1 mol-mol),2.430443160394254
SK-MEL-2,9926054,1.8796163413954976
NCI-H1915,60700,0.0096390899858808
KMRC-2,BRD-A02303741-navitoclax (2-1 mol-mol),3.3429469235932494
KYSE-150,11404337,1.3102560246616723
NCI-H441,439501,1.4166866147967416
Jurkat,89183176,1.987600494186019
HuG1-N,10074640,3.5823515945415227
SUP-T11,36314,-7.892385117900424
EM-2,241158,2.6622179540907283
SNU-61,5282054,3.0015154117441996
NCI-H1944,4259181,1.4344113288675724
COR-L51,9887053,-0.3697818987504753
AsPC-1,carboplatin-UNC0638 (2-1 mol-mol),3.748908511395219
K-562,6505803,-1.797722788015983
NCI-H524,JQ-1-navitoclax (2-1 mol-mol),-2.417463217756871
DMS 114,67156097,-1.3373256088450112
TTC-709,2749,1.8243530779481976
DEL,44241473,5.648282571710881
CAL-51,16038120,-0.248771562775031
YH-13,5284373,3.689481808678744
