cell_line_id,drug_id,response
Rh41,11222830,1.0055815186514674
HMC-1-8,1641662,4.116015745899106
HEL,25262965,-1.9607005706581808
MHH-ES-1,135398738,2.7768094519124227
IGR-39,216345,5.338394809840725
NCI-H2081,carboplatin-UNC0638 (2-1 mol-mol),2.641355380173533
SNU-46,9911463,4.271059077765821
BT 216,3465537,3.501074047645802
KNS-62,25150857,4.031847778213286
HT-1197,5281321,-2.6668310893493468
NCI-H2141,salermide-PLX-4032 (12-1 mol-mol),5.378096581839581
KG-1-C,5328940,1.693887340697597
G-292 clone A141B1,9936388,-5.3493608745804515
Caov-3,selumetinib-navitoclax (8-1 mol-mol),2.714291810175025
BT 340,10184653,1.981895410555621
P31/FUJ,676352,1.6175160353980318
Fu97,46907787,-0.7019075543696672
GMS-10,SNX-2112-bortezomib (250-1 mol-mol),-1.7467477936029212
IGR-37,6610355,4.673107362690812
LUDLU-1,6918328,0.7247994730837913
PC-14,4378219,5.64918445258186
BT 145,4917,3.2404015022477264
SNU-423,5311281,1.00024651229924
HEY A8,409805,6.361022434808549
MHH-CALL-4,262093,0.5666969129517823
Becker,107985,-2.6804749742466347
Daudi,5335621,3.7832010435602568
A-253,46174525,4.453008023967345
NCI-H1341,11404337,-1.9361621115679644
HPB-ALL,docetaxel-tanespimycin (2-1 mol-mol),-6.785842392639502
HCC1428,5566,3.1626265860456915
KYSE-140,44819697,3.56455156931497
8505C,2733526,3.334284316260825
LOX-IMVI,10074640,3.3928511781982316
SCC-25,9935249,3.4774309357547413
LXF 289,71304818,2.1201305139291033
253J,19582717,3.344388531250613
5637,selumetinib-BRD-A02303741 (4-1 mol-mol),3.4952884818656993
Reh,24901704,1.7792728806052036
Ki-JK,54619238,4.423545672608929
LCLC-103H,5311,1.5725563498835111
SNU-182,439501,-3.0072363734756173
NCI-H1105,10074640,3.398089152088445
KMS-18,644241,1.1242955523524518
LS411N,15983966,2.6804451752833978
Hep-G2,71304818,2.021799775788192
SW948,637858,1.5262532123254355
TE-4,navitoclax-piperlongumine (1-1 mol-mol),3.007243420285325
NCI-H1792,71304818,3.233120274017697
HT-29,11175137,3.201411707331032
SNU-119,navitoclax-gemcitabine (1-1 mol-mol),1.782334179456962
M059K,702558,6.510578126509672
TF-1,crizotinib-PLX-4032 (2-1 mol-mol),1.0721927436384655
HOP-62,46215462,2.7155032630368443
CAMA-1,selumetinib-JQ-1 (4-1 mol-mol),1.6036689260374652
MOLT-13,11977753,-2.271096400355684
VMRC-RCW,24951314,1.3212919910605696
ECC12,navitoclax-MST-312 (1-1 mol-mol),0.9871898452726754
DU145,44462760,3.881080449959556
MHH-CALL-4,23725625,1.8543776619356969
DMS 53,5978,-1.1404473738259402
KMH-2,23725625,3.2494896570291383
TE 617.T,6918328,0.5232426228966834
NCI-H211,JQ-1-UNC0638 (2-1 mol-mol),-0.6547418107404666
LN-229,124202324,2.5208349006679827
HT-1197,675434,3.740405140149355
RD,46398810,2.512193114393567
A-673,54596558,3.847043372257958
NCI-H1694,navitoclax-gemcitabine (1-1 mol-mol),-2.5095281534055096
Hs 611.T,24753719,2.639825501985761
SF295,5311281,3.133467459671144
JVM-2,15983966,-4.108044161144905
Malme-3M,49766530,0.5606234787009209
NCI-H1650,54618771,3.34176248194117
KO52,1641662,2.14069731624562
OCI-AML-3,71751553,4.438951947729107
A-375,51039095,2.610225327370776
NCI-H1105,alisertib-navitoclax (2-1 mol-mol),-2.48859218820648
LP-1,8515,3.897304365418543
NCI-H2452,4259181,1.4154165902225178
HCC1954,151289,0.7542277118901753
SK-MEL-31,10296883,4.185495056611244
SNG-M,11175137,1.8358423617551265
DAN-G,selumetinib-piperlongumine (8-1 mol-mol),4.836325955679731
Panc 03.27,675434,4.321172884080609
BICR 31,selumetinib-JQ-1 (4-1 mol-mol),1.6620620003816966
JeKo-1,9927531,3.3417502019075473
HEC-265,26596,-1.38176914424549
HGC-27,46398810,1.553931470840158
EHEB,11507802,1.0533498675891693
A2780,56946209,-4.674045280410088
TE 617.T,5479543,3.228503749183166
COV434,5278396,3.5488902430965306
KP-2,702558,5.605774833210842
Capan-1,56649450,3.219880492169686
VMRC-RCZ,16013152,5.542482309124593
SK-N-SH,1242560,3.4327115635231356
NCI-H1694,16720766,-4.978972632464828
JIMT-1,656346,1.7864284058366129
KE-97,JQ-1-navitoclax (2-1 mol-mol),-0.2642988861594196
A101D,46199207,3.910065865955746
HMCB,10296883,4.337758420607625
ML-1 [Human thyroid carcinoma],BRD-A02303741-navitoclax (2-1 mol-mol),3.3397252964004593
NCI-H747,46843906,1.6399491715546024
OV7,25126798,3.921451917589927
TCCSUP,49793307,-2.5102688291438557
JHUEM-2,135398738,4.4160504383934835
BT 139,9868037,3.9588523345635376
Sq-1,11640390,5.691317035066161
EHEB,navitoclax-gemcitabine (1-1 mol-mol),-3.439930210813986
WM88,24951314,1.2137805499540024
CFPAC-1,4788,5.974963871846945
MDA-MB-157,2945648,2.730573332542116
TE-11,4788,5.25285283588471
SNU-869,selumetinib-MK-2206 (8-1 mol-mol),2.3340386063134932
TT,6918328,0.5729018242846611
HT115,1750826,0.730541994805766
OVK18,12003241,-0.5661348884613613
PE/CA-PJ41 (clone D2),568763,1.0096666551502742
NCI-H1573,3062316,2.442539066842102
SF539,11497983,4.935206812157441
RKO,227681,3.9032876810461814
OVCAR-4,124202324,3.1621842443618053
MHH-NB-11,9967941,3.474844325320935
PF-382,11427553,0.9124764521092824
Karpas-422,JQ-1-navitoclax (2-1 mol-mol),-1.4008867544394668
HMCB,168312962,-2.518156127893363
Hs 895.T,216345,4.278210592407462
NCI-H1755,24785538,0.9459711296437898
JHOC-5,5460769,2.0469189795608447
SCC-9,119607,6.006958395758143
EFO-21,135411,1.087124021621254
NCI-H2009,44202524,1.444691297679544
NCI-H358,selumetinib-vorinostat (8-1 mol-mol),0.0207617613285498
IST-Mes1,44589607,3.0309009389458605
NCI-H2444,73707398,1.4354113747623178
A-549,9903786,1.8644448309659765
MOR/CPR,65064,5.181314271113002
IGR-1,2871966,1.0213192177609436
SNU-C4,1242560,3.719967063402011
H-STS,24856436,0.4197930634847036
SUP-T11,46224516,1.221144120695722
HT,375860,-1.0285235345603876
BT 248,5311,3.0798190942417363
Rh30,selumetinib-decitabine (4-1 mol-mol),3.5163078352421224
JHH-2,46199207,3.763078302060913
TYK-nu,56649450,5.620854421929037
EB1,crizotinib-PLX-4032 (2-1 mol-mol),1.147459224355429
BICR 56,72376,-1.1277308316784604
GI-1,1566236,1.393655472136886
SNU-5,23725625,3.1523318003352725
HLF,BRD-A02303741-navitoclax (2-1 mol-mol),4.91345332614692
DMS 273,3825829,3.788583241717048
Daudi,44632017,0.5148090574579154
OVTOKO,16038120,1.7171361499127618
JHH-1,4521392,3.920701147001717
Mel Ho,selumetinib-PLX-4032 (8-1 mol-mol),-1.828544028481286
