cell_line_id,drug_id,response
HH [Human lymphoma],176870,3.7246533799972954
DB,selumetinib-tretinoin (2-1 mol-mol),4.797101873582319
PC-14,11626560,1.2085096706261982
MOLP-8,3062316,1.3489297980566397
BHT-101,107970,2.697716675484313
KE-39,6436223,-3.3115059571357417
HSC-2,71680916,5.946734962752045
ALL-SIL,644241,-6.056766449232899
C2BBe1,16659841,3.2072769679456226
MHH-ES-1,11640390,2.3731815508288
P12-Ichikawa,44632017,0.669420341309266
HCC1438,375860,-0.6408911339583222
RERF-LC-Ad2,6505803,1.9541445598040723
COLO 792,25195348,2.755878901119819
NCI-H2085,12001922,2.428895251313968
A2780,151289,-0.0035192392559562
PE/CA-PJ34 (clone C12),16219061,2.427956187970103
LNCaP clone FGC,2733526,4.4157191232054736
NCI-H23,148124,-7.582966161502026
SNU-C2A,20959075,-3.228730062166683
NCI-H2052,3025986,1.4355000324829157
LS180,16722836,2.063998190370722
NCI-H2342,42642645,1.1443849504605337
HCT 15,1750826,1.0225208276951865
OE21,5280436,1.8081382274823423
LS123,24964624,0.3388761471654131
SNU-C5,24964624,2.1573643325950216
NCI-H1568,6610355,3.436001375430949
MKN7,400769,-0.7504839019694065
YKG-1,10385095,1.6490747273170454
KHM-1B,9926054,1.3720275885206477
KMS-28BM,25105715,2.7854406167568047
TE 441.T,46215462,1.3266046767366175
PF-382,44185566,1.017432682942044
JK-1,49793307,-4.549073408058587
AN3-CA,25102847,0.707734828928581
U-251MG,3081361,3.134947391433205
OUMS-23,vorinostat-navitoclax (4-1 mol-mol),1.3009292537787098
A3/Kawakami,54619267,3.75747361768558
OVCAR-5,4917,2.842179388309098
NCI-H1703,36462,0.3978809635850562
BT-549,3136844,5.53345832245052
YH-13,54613361,-0.2526246447247056
COLO 792,12003241,-1.2493881793514412
KE-37,tanespimycin-gemcitabine (1-1 mol-mol),-4.683272660796929
WM266-4,11317348,5.869652291723108
RCM-1 [Human rectal adenocarcinoma],53232,3.9030972816172262
8305C,11609586,2.5924597713614643
NCI-H520,44819697,-2.3812526303245827
COR-L279,5287969,-2.263071414259332
SCC-4,441298,3.202462159782615
LMSU,6918328,1.1714083340130723
SW1573,71680916,4.0865163925225385
MEC-1,12003241,-2.6195126554486223
Hs 936.T,5329102,1.779724069152289
NCI-H889,11497983,2.8771669308801493
NCI-H716,3552672,2.2968101007084436
K029AX,409805,4.032491022499592
TE-5,46199207,2.9822929528590474
Daoy,9927531,4.407816470136583
RKN,65064,4.855719732775604
A2780,387447,-4.368237522415053
PK-45H,241158,4.308454696287406
KYSE-30,53393127,4.650274912562827
CAL-54,3385,2.8080377593168944
WM1799,sirolimus-bortezomib (250-1 mol-mol),0.8718810301114039
NCI-H1694,navitoclax-sorafenib (1-1 mol-mol),-0.2472295155994347
CAL-85-1,322968,4.321370557520101
639V,BRD-K27188169-navitoclax (2-1 mol-mol),3.946335862254824
NCI-H1975,selumetinib-BRD-A02303741 (4-1 mol-mol),0.5235179978418644
Calu-6,9887053,4.375543852570706
UM-UC-1,doxorubicin-navitoclax (2-1 mol-mol),-1.5861321120167966
SNU-761,54618771,-1.251470969575028
Rh30,24856436,0.3671805009879282
SW48,4477,0.2937974315698831
BICR 6,selumetinib-tretinoin (2-1 mol-mol),4.169687857964273
SK-LU-1,24951314,2.448443948318189
HOS,2733487,6.214947350453313
TE 617.T,11964036,1.464476618126061
LOX-IMVI,11485656,1.9351920109561
Hs 822.T,637858,3.031541188164114
TCCSUP,5746,1.7637111796176403
CAL-62,3634881,3.3338307271148113
OAW42,54765302,4.056507379582033
Hs 578T,71466445,2.0883073445743574
P31/FUJ,71466445,3.0287439983851225
TALL-1 [Human adult T-ALL],11609586,0.7956964073669688
A4/Fukuda,44202524,1.0259860145116777
AML-193,3465537,0.6863913104025677
PaTu 8988s,JQ-1-navitoclax (2-1 mol-mol),0.4387961323167006
G-401,241158,1.9889661714459972
EKVX,5978,5.499181067223983
LN-18,navitoclax-gemcitabine (1-1 mol-mol),-2.7489186313559917
IGROV-1,24772860,-3.2892316801587835
OVCAR-8,654092,0.16913200804849
BT 231,BRD9876-MK-1775 (4-1 mol-mol),1.5153004262805043
NCI-H1092,44202524,3.663544570122555
KMS-12-BM,3854666,-0.1079800642722917
OAW42,docetaxel-tanespimycin (2-1 mol-mol),-0.519146323182349
SCC-25,46907787,-0.5502677293335551
NCI-H1355,24856436,-0.0851010610164832
BxPC-3,984333,0.8836461068661873
P-STS,navitoclax-piperlongumine (1-1 mol-mol),-0.4067882437248143
WSU-DLCL2,11228183,0.9605224022486056
U-BLC1,9884685,1.006082357042544
TM-31,25183872,-0.8479615256905335
SW1271,36314,-4.053350989931705
P12-Ichikawa,60750,-4.593732770928514
JHH-2,17755052,2.392717581034966
IMR-32,5291,3.123850209832584
VMRC-RCZ,216468,4.840768110781086
CCK-81,9903786,2.4008516567284848
NCI-H322,5287620,-1.263894997552904
NCI-H2444,60700,1.048588927629841
SK-N-SH,46224516,2.3152852596537072
MHH-CALL-4,2841722,4.6754983960272725
COV644,1566236,1.8684526207467456
KE-37,119607,3.818029620461972
8-MG-BA,9911830,4.587743718068256
OCI-Ly10,25105715,4.703393865501815
IGR-1,10385095,0.5872322378486591
HEC-1-A,25102847,3.5439899485185142
KMH-2,3384730,0.3270351946480155
NCI-H660,11214940,3.84316966483803
HuG1-N,9927531,4.775383733857977
COR-L95,SNX-2112-bortezomib (250-1 mol-mol),-1.5926355912839212
NCI-H1581,11497983,4.891775009415688
SNU-1066,24753719,4.394571548693749
SEM,54613361,-1.7157995235006995
RL95-2,54618164,3.997329839475735
PLC/PRF/5,serdemetan-SCH-529074 (1-1 mol-mol),2.9725391299577
COR-L88,6918837,-5.1628145139118065
HCC38,31703,-1.0899343986139851
COR-L95,5282054,2.7623794331923293
OUMS-23,44202524,4.044094758422389
AM-38,11612883,3.2891741406931247
ChaGo-K-1,BRD-K55473186,4.776921073930659
GaMG,452548,1.263805084578213
OCI-Ly3,53392493,1.8857902513818217
Hs 688(A).T,54765302,4.425025837446201
CAL-27,24771867,-0.9789859091186196
Tm87-16,3038522,2.0524178754443625
KMS-26,409805,3.707967657643135
PaTu 8902,selumetinib-piperlongumine (8-1 mol-mol),5.497989392681889
Hs 888.T,44137675,-0.0040323782258604
NCI-H1092,11955716,0.959637304928072
NCI-H1435,1750826,-0.1835309562172216
BT 159,969516,2.5234400696055825
GB-1,5291,3.738993691147531
RS4;11,176870,2.965875088734875
HEC-151,navitoclax-piperlongumine (1-1 mol-mol),2.1681324903190147
AN3-CA,11955716,-2.3983129306617808
KLE,156414,1.5892150248130086
HD-MY-Z,5278396,3.435666898227433
SNU-C5,1716436,0.8792609053529251
A-549,selumetinib-tretinoin (2-1 mol-mol),2.4949333277523524
NCI-H1339,168313200,4.075069570376525
BICR 16,46907787,2.015388722243017
MKN74,53232,2.299828757345511
SNB-75,54618164,4.754323338158202
SNU-119,4096211,1.6502614157208848
CAL-29,54626689,4.505758602956094
HL-60,400769,-0.1664585955579959
MHH-CALL-4,JQ-1-vorinostat (2-1 mol-mol),-0.5039477703864683
UM-UC-1,24821094,1.7244352597873371
