cell_line_id,drug_id,response
ST486,71466578,3.065665347033744
CAL-62,3465537,1.3103085266470418
COLO 668,11234052,4.2954230730340575
IST-Mes1,44566777,1.465871694296859
LN-18,5281321,-1.0728539168082067
KYO-1,42611257,3.055622289317061
MOLM-6,135984461,3.5601883048539635
NCI-H2087,9911463,3.2205698375383935
PK-59,2746,3.5698867833367585
JL-1,53245473,3.8784758591716897
DMS 114,crizotinib-PLX-4032 (2-1 mol-mol),2.2356962888605407
RVH-421,doxorubicin-navitoclax (2-1 mol-mol),-1.258315804226817
SNU-899,9936388,1.721308391499284
SW48,11222830,1.1015320686905217
JURL-MK1,BRD-A02303741-carboplatin (1-1 mol-mol),4.2287779637817415
TOV-21G,4788,5.427137260334483
IM95,1566236,3.9242016220149623
TUHR10TKB,5280436,4.79027259605879
SK-OV-3,6917907,1.1533351492785058
C2BBe1,702558,4.977629106180715
HPB-ALL,16741245,3.1307974490712853
SNU-423,5311281,1.00024651229924
NCI-H727,4477,0.5438785176620984
OS-RC-2,54639701,4.5282714937894815
WM115,4477,-0.2872762876800434
LP-1,44487872,5.2384234330551385
TE-5,119182,-1.3391226779139584
TTC-709,44819697,-3.333578661713859
HCC1419,selumetinib-MK-2206 (8-1 mol-mol),7.219313305407716
JeKo-1,SNX-2112-bortezomib (250-1 mol-mol),-1.8919557294968976
BT 164,17755052,2.253346044542326
RD,24856436,0.1626664965441767
BFTC-909,5281672,4.401358042981416
SF268,navitoclax-piperlongumine (1-1 mol-mol),2.239613312388829
EJM,7326481,2.7208134108803503
CAL-62,BRD-A02303741-navitoclax (2-1 mol-mol),3.9661614699043377
RPMI-8226,JQ-1-MK-0752 (1-1 mol-mol),0.3392403947992346
PE/CA-PJ41 (clone D2),44589607,2.944412828787781
BT-474,11175137,2.6766646309892668
NCI-H520,135659046,3.9949277821053704
Hs 683,5329102,1.6753697513688257
NUGC-3,selumetinib-JQ-1 (4-1 mol-mol),2.244150108489299
EFM-192A,136227924,3.313769329286525
Mono-Mac-1,44589607,4.674636084948172
SNU-C1,11612883,1.8819417035318784
SW1353,3025944,4.767246207817844
G-401,selumetinib-UNC0638 (4-1 mol-mol),3.413545127228383
BT 328,3552672,2.1088972193148146
SCaBER,72734382,4.375868476695242
REC-1,9967941,4.301773121348624
MOLP-2,51039095,3.368815994024125
HSC-4,6918837,-1.8301723200742368
SNU-685,2708,5.376251290516726
UM-UC-1,54678924,1.5541066850364609
HuH-28,51039095,1.277138122024251
NALM-6,72734382,3.546186924277305
PL-21,445455,5.154951027873406
KO52,11612883,1.73729331381162
SNU-1076,151289,0.4536585828493739
SK-N-DZ,10302451,2.4315640963811496
SNU-407,2729026,2.3214989300149735
A-549,3081361,2.81013922871011
NCI-H526,5281321,-1.384225332157908
HuP-T3,262093,3.018266583248783
Jurkat,selumetinib-tretinoin (2-1 mol-mol),5.048741303461515
MCAS,49836020,4.94613909678053
RPMI-8226,24901704,1.7472355367021213
NCI-H508,doxorubicin-navitoclax (2-1 mol-mol),-0.2137871186613294
DMS 273,637858,1.5802330029013405
EM-2,9887053,2.8609234444384968
HSC-2,6852167,2.0061247190465785
SUP-B15,11485656,1.8615959467984833
OVCAR-4,107970,2.404125658896095
KMS-26,9907093,3.309442841930037
CA46,5287969,-2.5448622649608925
IA-LM,71466578,5.490140561499378
NCI-H1869,25102847,3.2985131626083817
MOLM-16,9903786,-0.0890634921772537
LK-2,tanespimycin-gemcitabine (1-1 mol-mol),-1.544000728747633
BT-12,136227924,2.3126118312621404
KYSE-520,5287620,-1.530022618974347
SCC-25,17755052,-0.8425909280116741
BT 245,9926054,2.9422912383021393
MES-SA,54765302,4.526216071865219
BICR 16,6918736,-0.8574215912088521
HSC-2,10427712,4.0970155777152515
NCI-H520,navitoclax-birinapant (1-1 mol-mol),3.575920571425689
NCI-H211,11640390,2.146326432767242
SW48,637858,1.3097623359774897
SNU-308,9444,4.413415053457932
JHUEM-2,46907787,-0.0354976865727375
HCC1833,65628,4.511213018881878
LS180,984333,1.4840791700280882
HEC-151,6918289,2.9359862334604085
NCI-H2228,60750,-2.270469262676023
WT2-iPS,JQ-1-vorinostat (2-1 mol-mol),2.417017427293661
Daudi,216468,0.1519487612341026
