cell_line_id,drug_id,response
NCI-H2444,71466380,4.409634591227624
Caov-3,24901704,2.278231575993297
JVM-3,107985,-5.208204796904964
K029AX,5287969,-1.009325952716574
JK-1,71466380,2.982781158719592
Pfeiffer,16219061,1.1375941352883674
GP2d,16722836,1.55283204446231
OAW28,52912189,1.8010258653688298
NCI-H747,46199207,2.434687558543082
CAL-29,9911830,3.5730657559572183
23132/87,5278396,3.2576894174661133
HCC4006,6610216,4.265469654914691
DU4475,52947716,1.1601220502675895
UACC-62,446155,1.5756495206884222
KYO-1,9903786,1.1587901811719317
TE-5,selumetinib-tretinoin (2-1 mol-mol),5.651497985651212
KP-N-SI9s,3025944,3.892725060851493
MOLP-8,5566,2.8349074996791295
HCC2108,119182,4.202789641454693
Capan-2,10127622,3.948450944025829
LS180,serdemetan-SCH-529074 (1-1 mol-mol),1.4143670518957836
SK-MEL-24,17755052,2.5052628043537286
IGR-1,salermide-PLX-4032 (12-1 mol-mol),4.611543126527883
DMS 454,445643,3.4111445539353524
BICR 6,carboplatin-etoposide (40-17 mol-mol),3.7186495610344767
Detroit 562,25262965,-1.5101261915149182
SUP-T1,5282054,2.3105335543158234
OVCAR-5,tanespimycin-bortezomib (250-1 mol-mol),0.8786451228856517
HCC44,5280436,3.870653262352021
BT 228,JQ-1-MK-0752 (1-1 mol-mol),4.454521139111631
ALL-SIL,6918878,-0.682122479171039
A-172,448949,1.579013151336739
Becker,5335621,4.427331566156457
BT 422,16720766,4.432309348927178
VM-CUB-1,72734382,4.405604327090698
CAL-33,89183176,4.313412090148366
LOX-IMVI,675434,5.359480793287026
QGP-1,6914657,-4.371215680317932
23132/87,9915743,3.213624563446712
GA-10,285033,-5.6859708954681265
SNU-478,36462,0.5519411952993932
SK-MEL-5,9911830,3.188235338246222
BT-12,53393127,5.102133272662113
SNU-1214,selumetinib-JQ-1 (4-1 mol-mol),-0.4737134364925926
OV56,11178236,-2.02577766947658
253J-BV,5311,1.5728386795788565
TE 617.T,10127622,2.9715092422586324
Detroit 562,selumetinib-JQ-1 (4-1 mol-mol),1.562753151865237
IM95,11719255,3.6303872653590177
BICR 18,11404337,0.2486496925996474
NCI-H1793,24775005,3.3929466302312745
BL-70,107985,-2.6237617688158044
GOS-3,44486219,4.351702661257634
KMRC-1,54619267,4.117989845600413
HT-55,637858,2.07232626492922
NCI-H1694,selumetinib-navitoclax (8-1 mol-mol),0.9773443505206384
TTC-709,16722836,0.7803946658396634
ECC12,vorinostat-carboplatin (1-1 mol-mol),3.669454208007661
SNU-16,9935249,0.7935481401053108
HuH-1,71466578,4.63251841987229
