cell_line_id,drug_id,response,predictions
HT115,984333,0.4002320848773198,0.3057827471401606
IGR-1,JQ-1-MK-0752 (1-1 mol-mol),0.0432224022116419,1.881511010181474
TE-1,3062316,0.550914721709061,1.2104104035233334
UM-UC-3,65064,5.20081189901683,4.661512644989703
NCI-H292,9935249,3.8808310590786,3.2239666912015523
EKVX,24748573,2.2744575139501344,2.5239298656682947
B-CPAP,6610216,4.017338863517876,4.181590655280398
TE-4,16013152,4.906129423274357,3.721620061134948
SNU-449,navitoclax-gemcitabine (1-1 mol-mol),5.117951975418846,-0.7792489788219575
SF268,24775005,3.437973425315998,3.6586966948946826
NCI-H508,3025986,-0.1600526835372885,-0.7723520949014236
NCI-H2172,54618305,4.356498397814067,4.085006615828767
SU-DHL-1,JQ-1-vorinostat (2-1 mol-mol),1.047000957100153,0.6125355112197016
PaTu 8902,selumetinib-navitoclax (8-1 mol-mol),2.7909772109313677,2.416525681321806
CAL-54,2746,3.3346441526791306,3.0199548707043493
ECC12,10127622,5.401151906980483,4.37029077533493
NCI-H211,9929138,5.380776985298909,4.9343727263702055
NCI-H522,5287620,-2.19230412457559,-2.4420532996557625
NCI-H838,46191454,1.8380071805207052,1.9553166476025508
BHT-101,piperlongumine-MST-312 (1-1 mol-mol),3.5003852868322016,1.9812642482927154
HCC1954,6623618,1.9536664350592945,2.164120521783214
TOV-21G,9911830,2.632871994542491,2.525613793290179
DU145,19582717,4.079167547325913,4.476197675866238
SNU-449,BRD-K55473186,5.1406225681359174,4.0882058515318604
DoHH2,3062316,-4.102144500748695,0.4445653196509391
OVCAR-8,10231331,5.783202418816481,1.60370165047514
UO-31,56963564,0.4873946868914756,0.39158925091779445
SF539,16736978,2.0915382548726353,1.6712271412645399
NCI-H1838,44185566,2.308532509397113,2.5791275132843365
ECC12,alisertib-navitoclax (2-1 mol-mol),1.5169983142107526,0.21103088759917013
IA-LM,25262965,-3.1838216959830796,-1.0156623766409785
DU145,104842,-5.7011187916518935,-3.3430593005533833
EFO-27,11977753,-1.8189065225127747,-1.3886579409360453
Panc 10.05,5287620,-1.9091068192222644,-1.8369568260803713
KMS-11,7326481,2.7623413102889085,2.7391949572153167
KNS-62,5746,2.0120703748628608,0.9354242998350358
NCI-H1155,439501,-2.4258947741424572,-2.4059512893298045
HCC366,446155,2.507013203557048,2.6571955605112176
BHY,3543504,4.27239492877783,4.29234529992636
OVK18,2708,4.094418491305804,4.3621471792427
NCI-H1915,49766530,3.459700063272212,-1.0162001707497206
HGC-27,44543605,4.098474383739348,4.028809349344461
SKM-1,31703,-4.0248884095114965,-2.0223189541959874
RPMI-7951,10302451,2.662563983337758,3.1402862004180014
NCI-H2081,104842,-6.196868817242243,-3.1878915659954687
G-402,448949,1.435887228002693,1.8543462756070355
NCI-H2009,71466380,3.950405172838994,4.36799484439366
OCI-M1,135398516,2.2923496181537115,1.6685561201212946
HCC1428,119607,5.616669125283928,5.122148106754098
Daoy,24771867,3.1474812172720625,2.18781292895814
AGS,969516,2.7767421480695473,2.8012762452414073
Daudi,selumetinib-UNC0638 (4-1 mol-mol),2.5339399670169827,2.307959799268583
THP-1,637858,1.002288461822537,1.1392167949508663
A-172,2871966,0.6464215461618045,0.4768175405351893
DU4475,5746,-2.860556818974929,0.7513497225794024
HT,54613361,-1.5351523898857753,-0.9323797717713559
Ku812,156422,3.166038236669379,3.5068832407606108
Mel JuSo,sirolimus-bortezomib (250-1 mol-mol),1.422716190739553,0.3831383438773828
MOLT-16,3011155,4.234947766729468,2.912542818946763
JeKo-1,6252,-3.1817220732160414,-0.9042403871465047
SK-HEP-1,24964624,3.121305411780932,2.6462458286408306
NCI-H23,tretinoin-carboplatin (2-1 mol-mol),4.7828678136507,4.445285780484642
GA-10,9933475,1.4337389448237616,1.4427269014677944
COLO 680N,168313047,2.7085879555229906,2.318804352488674
MG-63,11238147,3.295680112654637,3.0154130941386046
YKG-1,6610216,4.705494965359816,4.3340081859142865
LXF 289,66577038,2.7615792990535937,3.1374587561289076
QGP-1,452548,0.113976312601319,-0.18755051797275993
8505C,11625818,5.5061252845131134,4.184699064142294
Hs 940.T,11404337,-0.6222132136822929,-0.11801196325015495
TE-6,135411,1.1786200606916124,0.8051202184297486
BFTC-909,25262965,-1.7887871070762158,-1.0078650628677475
LS123,3503,2.740309675900973,2.3032726207215033
FTC-133,104842,-5.8581546696404,-2.966212369209398
SF539,42642645,-0.0077042862761951,0.7650049042898445
COR-L105,219104,4.205860409291191,3.640112320572589
MOLM-13,11626560,-0.3289224093786886,0.6465351579510916
786-O,446155,1.654777826183728,2.725596582579479
NCI-H1155,6184667,1.7118769064122603,3.0326253249150414
8505C,2733487,6.305225630691366,6.323053572587082
Mel Ho,navitoclax-sorafenib (1-1 mol-mol),1.772322661870989,1.3466927179042703
KMRC-20,71466380,5.209336168619487,4.817517395908667
HEL,10385095,1.0320529067741009,0.9564690938262248
SU.86.86,11640390,3.632954177304553,3.7468543303423765
NCI-H2029,11485656,1.831867006041765,2.152287821403993
G-402,3385,2.3737843915724626,3.1291133947788943
LoVo,1716436,2.86184708699294,2.8013627687021176
639V,24772860,-1.7610957887843326,-1.6926924811155633
RPMI-7951,11609586,1.9287484592067603,2.8608269627722085
