cell_line_id,drug_id,response
LOX-IMVI,tanespimycin-gemcitabine (1-1 mol-mol),-1.576653607811795
BICR 6,613753,3.3277400912419814
LS123,46199207,3.2668125030244712
GP2d,vorinostat-carboplatin (1-1 mol-mol),2.41624103225782
JHH-6,3136844,4.4083138636484165
HCC-56,serdemetan-SCH-529074 (1-1 mol-mol),2.392330985745075
BT-20,24748573,1.2954519950471566
NCI-H650,44607531,3.239554629187207
BICR 6,65628,4.292883800732888
AMO1,26596,-3.5101711689538155
NCI-H1793,23725625,5.4151761786093395
NCI-H841,navitoclax-MST-312 (1-1 mol-mol),0.9795612407565802
JHH-6,25102847,4.1877038420454715
YD-8,25126798,3.822441714978281
SCC-4,11238147,3.0108083410364332
LOX-IMVI,selumetinib-MK-2206 (8-1 mol-mol),1.8687402704892329
BICR 6,16725315,5.0980812576202545
SCC-4,16013152,4.229797591001171
LOX-IMVI,11507802,0.8481031437980605
SCC-4,613753,3.192710261785215
NCI-H650,387447,-3.978675784221828
SNU-1079,5351362,1.1840650598679563
SCC-4,UNC0638-navitoclax (1-1 mol-mol),-2.0380120299925433
HT115,387447,-4.095898798922125
HCC-56,135440466,3.152564980586675
CHP-212,439501,-3.066647647836344
YD-8,53392493,2.3611593558483066
HT115,tanespimycin-gemcitabine (1-1 mol-mol),-1.375846880721586
SNU-1079,72376,-2.6581102901208484
LOX-IMVI,navitoclax-sorafenib (1-1 mol-mol),2.537670281999422
Ki-JK,9926054,1.4842884582556586
SCC-4,navitoclax-PLX-4032 (1-1 mol-mol),-1.9313733941511375
LS123,49850262,3.625235869208527
HT115,11485656,1.923791762912221
NCI-H1793,11964036,3.295179498561863
NCI-H841,11214940,1.595182040085192
SNU-1079,JQ-1-navitoclax (2-1 mol-mol),-3.089815586024049
NCI-H1793,4259181,1.6864937175392107
NCI-H1793,11222830,1.0157658203392808
SCC-4,53393127,1.6205207149836065
AMO1,36314,1.089373454963473
T84,11234052,3.8903080142469384
HT115,6610216,4.006110298161749
NCI-H841,135398516,2.1578374448555104
NCI-H841,71466578,4.515461567269482
NCI-H841,2708,5.849102924659256
KP-N-SI9s,23582824,0.5014737285907417
BICR 6,135398738,5.315352470099392
T84,6917907,-7.676756739661601
HT115,46901937,3.884294654474872
CHP-212,25183872,-3.423385497517024
HT115,6610355,3.6601463114975377
CHP-212,4477,0.5289163662085682
HCC-56,613753,3.170913811493637
BT-20,6438330,2.007125004794655
LOX-IMVI,387447,-3.914151602497852
HT115,65064,3.221266065260603
T84,2746,3.6506002682923926
LOX-IMVI,16736978,1.3116925061800742
SCC-4,322968,4.3053523766578765
HT115,71304818,2.250535844883504
OCI-AML-2,selumetinib-GDC-0941 (4-1 mol-mol),-2.789265040727208
