cell_line_id,drug_id,response
KYSE-70,SNX-2112-bortezomib (250-1 mol-mol),-1.0131042472486071
SW1573,selumetinib-navitoclax (8-1 mol-mol),2.299465388888248
ESS-1,16720766,-0.0466822400972705
SK-MEL-1,docetaxel-tanespimycin (2-1 mol-mol),-0.1173336391223231
H-STS,9887053,3.8773696813734246
SK-N-AS,16038120,-0.0578440929246991
SK-LMS-1,9927531,4.694028683387814
BFTC-909,5278396,3.473037688340168
JIMT-1,10184653,1.86420751297937
PE/CA-PJ49,107985,-3.897981701971708
JIMT-1,9444,3.6116498134371833
WM983B,56973724,4.131819257136554
RERF-LC-A1,10184653,1.779419867903327
ESS-1,322968,2.8286903155082137
HuT 78,44202524,1.902464587959626
PE/CA-PJ49,135398516,2.6308812592012467
SK-MEL-1,49836020,3.8417397632517143
SK-N-AS,25195348,3.8156251051829218
SK-LMS-1,136227924,4.704854352606181
SW1573,54626689,3.958399976383255
H-STS,72734382,4.174468427359164
SK-LMS-1,123631,3.0949156571459846
OAW28,46907787,2.388022074777516
BT 504,613753,3.308278918610588
SK-LMS-1,5978,-0.7912582712366475
OAW42,135875424,4.816412015133948
HuT 78,11719255,1.766568320704254
ESS-1,46224516,3.2167819229259447
OAW28,BRD-A02303741-navitoclax (2-1 mol-mol),1.4319695403367312
PE/CA-PJ49,219104,4.033917827909158
JIMT-1,49766530,-0.5672366381322033
SW1573,9840324,5.095993559480237
OAW28,16725315,3.4000122970226196
PE/CA-PJ49,docetaxel-tanespimycin (2-1 mol-mol),-6.834195493556901
RERF-LC-A1,doxorubicin-navitoclax (2-1 mol-mol),-1.3673628554052226
KYSE-70,5978,-0.772629381148284
BT 504,25262965,1.3321141466698254
KYSE-70,54613361,0.0645626216296427
SK-MEL-1,10427712,4.321948029724774
PE/CA-PJ49,11178236,-3.28089539885458
LCLC-103H,11609586,3.0072473444370904
KYSE-70,446155,3.830415114438346
OAW28,44486219,3.976522680156617
PE/CA-PJ49,54143018,0.3953698783249076
JIMT-1,11364421,-0.2154057025735361
SK-LMS-1,selumetinib-UNC0638 (4-1 mol-mol),4.073478284718911
OAW28,2828334,6.258958244852924
ESS-1,11640390,3.6623137422227607
ESS-1,selumetinib-piperlongumine (8-1 mol-mol),3.862491311780521
KYSE-70,11964036,0.6479741930424838
YH-13,5351362,2.4271787200041066
NCO2,5281321,-6.552879113351198
BT 504,65628,4.716972580704197
HuT 78,9444,3.580412600741262
NCO2,9967941,2.5462450000775663
HuT 78,44589607,1.1336903613451157
H-STS,piperlongumine-MST-312 (1-1 mol-mol),1.017162018251856
LCLC-103H,3825829,3.811795614479008
OAW28,selumetinib-navitoclax (8-1 mol-mol),1.984152872487984
HuT 78,9911830,2.253743254641726
HuT 78,selumetinib-JQ-1 (4-1 mol-mol),-4.078257117596482
YH-13,375860,-0.5335760796053879
BT 504,46398810,1.7646327642146833
HuT 78,241158,3.345962703014529
H-STS,5460769,1.2422964505231244
JIMT-1,72734382,4.514187851134036
ESS-1,24901704,3.989977980383822
PE/CA-PJ49,44137675,2.9964477729791787
OAW42,441298,3.384860231550553
SK-LMS-1,44491742,4.239159149665423
SW1573,3025986,2.659291536752942
WM983B,135398516,2.087104369429688
PE/CA-PJ49,46191454,1.6379354990764687
SK-LMS-1,tretinoin-navitoclax (4-1 mol-mol),2.6933978808882513
SK-LMS-1,54618305,4.344599681263995
KP-4,4259181,0.4203041141920705
BFTC-909,alisertib-navitoclax (2-1 mol-mol),3.1464879320843635
OAW28,54618771,1.1011370240470315
H-STS,9915743,1.4562053378516668
OAW42,11404337,-0.3833970130425348
OAW28,24856436,0.1607500363529794
SK-LMS-1,637858,2.4121207019199074
PE/CA-PJ49,44566777,0.2729786276106425
RERF-LC-A1,16038120,1.8586255302614336
HuT 78,9884685,0.1724524998439705
OAW28,11178236,-3.057015425639644
HuT 78,31703,-1.631625857843589
KP-4,9936388,-5.247407210845399
SK-MEL-1,15983966,0.7131137038664938
ESS-1,6918638,0.5362706870956574
RERF-LC-A1,24856436,0.7969021162233922
ESS-1,135984461,4.427051677708814
H-STS,24856436,0.4197930634847036
HuT 78,5335621,4.006139745042012
BFTC-909,2945648,3.347829093032643
OAW42,4705,4.623217521868117
KYSE-70,44632017,1.4611535882953923
KYSE-70,10427712,2.9549225300897977
KYSE-70,123631,1.697265417228948
NCO2,10385095,0.8572094806219551
BT 504,ISOX-bortezomib (250-1 mol-mol),0.697055524521774
KYSE-70,10074640,3.109810551584267
OAW42,252682,6.4079527450237865
PE/CA-PJ49,5281321,-0.2336539299049501
WM983B,4477,0.2879588337655966
PE/CA-PJ49,tretinoin-navitoclax (4-1 mol-mol),4.444657287953014
OAW42,56649450,2.9292995840941822
BFTC-909,11222830,1.7098036316197358
RERF-LC-A1,25150857,3.3188132536329484
OAW42,carboplatin-etoposide (40-17 mol-mol),3.546891036077686
SK-N-AS,56946209,-4.364195647656684
OAW28,969516,2.7253654251657573
BT 504,selumetinib-JQ-1 (4-1 mol-mol),2.8147645186457964
KP-4,100016,6.84348879863886
SK-N-AS,serdemetan-SCH-529074 (1-1 mol-mol),1.0500598222341275
RERF-LC-A1,4477,-0.4420916601265455
KP-4,25126798,3.6651026061979
OAW28,5328940,1.8035592963336344
RERF-LC-A1,BRD-K27188169-navitoclax (2-1 mol-mol),3.6651265228354855
H-STS,10385095,1.1550393753572457
