cell_line_id,drug_id,response
HT-1197,11404337,0.4511848825128766
RKN,9911830,3.6623648245681744
Capan-2,753704,5.654268419584611
SK-N-MC,969516,1.7893441944290056
SNU-182,BRD-K27188169-navitoclax (2-1 mol-mol),2.6103315008965953
NCI-H2087,crizotinib-PLX-4032 (2-1 mol-mol),1.521255189386394
SK-N-MC,11609586,0.2452330668233447
KE-37,JQ-1-carboplatin (1-1 mol-mol),-0.7652010802718352
RKN,23582824,1.7370647325872666
SNU-182,3062316,-3.933505782605704
SK-N-MC,25183872,-2.670147690664483
RKN,25183872,-1.1518449365963386
Capan-2,46215462,2.393416749892359
AsPC-1,11494412,3.580103428724827
NCI-H2087,168313047,1.682028745912712
Capan-2,44507138,5.207255068176055
RS4;11,66577038,2.5676377751123995
HT-1197,JQ-1-UNC0638 (2-1 mol-mol),1.8142501830752336
Capan-2,carboplatin-etoposide (40-17 mol-mol),4.403361616642927
TE-11,439501,-2.6156568819541435
H-STS,selumetinib-piperlongumine (8-1 mol-mol),2.659030814623116
HT-1197,24978538,1.8199297990017311
HT-1197,16741245,2.768505667381288
SK-MEL-30,24964624,2.845625882120069
SW1573,54626689,3.958399976383255
RS4;11,11175137,1.318565866943255
NCI-H2087,46174525,3.9469116903316017
NOMO-1,11396600,3.3888037624860674
KP-2,446155,1.9187368961145588
BT 239,11228183,-2.3557936870248657
RS4;11,2126,4.115294855637666
TE-11,selumetinib-PLX-4032 (8-1 mol-mol),3.505202451408409
TE-11,4705,1.37332661199947
SNU-899,66577038,2.8752434106329776
RS4;11,56649450,1.8120960769226424
MCAS,4917,3.1194785232106503
HCC1419,23725625,5.206376865795908
KP-2,135398744,6.663666573534304
MCAS,8515,4.589748627719716
RS4;11,9444,3.5798131532064925
IGR-1,51039095,2.196341045665399
RKN,selumetinib-tretinoin (2-1 mol-mol),7.09288474093864
MCAS,4259181,0.6276233805104566
HCC1419,17755052,2.307833674448433
H-STS,53495165,-1.641069756041938
RKN,44589607,3.09715941328701
NCI-H2087,24951314,0.9035509849412338
RS4;11,selumetinib-decitabine (4-1 mol-mol),-1.2888987985078375
IGR-1,5978,-4.18735273775417
SK-N-MC,702558,2.9840473664789005
Capan-2,5281321,-0.9109961274339888
SNU-899,452548,1.4028562951133945
NOMO-1,11427553,1.1686106553832942
H-STS,168312962,2.3265280063565177
Capan-2,navitoclax-birinapant (1-1 mol-mol),1.51961778678875
NCI-H2087,9952709,2.46229663731706
SK-N-MC,675434,4.086612266195023
SNU-899,208908,3.5835435258849397
MCAS,6505803,-1.4160035963714128
NCI-H2087,9956119,3.4695373075601323
RKN,17755052,4.615024850417848
NCI-H2087,JQ-1-MK-0752 (1-1 mol-mol),-0.6091959091317923
SNU-182,46199207,2.541161848866998
RKN,11404337,0.6786980557761386
HT-1197,2742550,3.6280622418897743
RS4;11,11234052,4.178414396742475
HCC1419,selumetinib-piperlongumine (8-1 mol-mol),3.541018089961511
MCAS,4788,5.287180776673087
HCC1419,23635314,1.5172494897333602
Capan-2,crizotinib-PLX-4032 (2-1 mol-mol),2.2922409447780137
SW1573,42642645,1.1024283721976142
TE-11,107970,2.9500167329306692
KP-2,salermide-PLX-4032 (12-1 mol-mol),5.560718895391972
NOMO-1,3025986,-1.4139862297409005
BT 239,25105715,1.6919213390314507
Capan-2,11657048,5.028892699917123
NCI-H2087,24785538,1.6499389824316073
MCAS,5278396,3.716598283508606
Capan-2,107985,-3.8437908284665494
KP-2,568763,1.298826182112237
SK-MEL-30,docetaxel-tanespimycin (2-1 mol-mol),2.1405302205663705
AsPC-1,66577038,3.0978373542257973
SK-N-MC,5460769,1.627780458373646
HT-1197,15953870,3.885327712470257
AsPC-1,5287620,-2.2438477065180233
HT-1197,11214940,2.236695176502006
SW1573,3384730,1.5192292760027193
RS4;11,5746,-1.786858230730746
BT 239,56946209,-5.687509778695374
HT-1197,53392493,1.9062696012041345
HCC1419,tanespimycin-gemcitabine (1-1 mol-mol),-1.649172591880676
MCAS,sirolimus-bortezomib (250-1 mol-mol),0.8032325328072784
KP-2,11626560,1.909684125735311
AsPC-1,6450551,4.162604073037061
KE-37,6438330,-0.1049610720873653
HT-1197,9825149,3.138952788067842
AsPC-1,44491742,4.429887143828186
SK-N-MC,107970,1.887698358378098
SK-MEL-30,10231331,-2.3294138551278643
AsPC-1,4705,5.582464580618905
SNU-899,123631,2.193043416113549
SW1573,159324,2.9705070550476274
H-STS,46215462,1.7095245533302474
AsPC-1,327653,4.351823995090995
KE-37,89928392,-0.5868966351054868
KP-2,selumetinib-GDC-0941 (4-1 mol-mol),0.2413129500799869
SNU-899,135875424,3.6622876573155336
SK-N-MC,11222830,1.547573625754925
H-STS,16038120,1.2852053797527971
TE-11,11396600,4.3576491196249565
MCAS,5329102,2.3259749403713372
H-STS,45279963,3.2018194703407095
HCC1419,2113511,5.797533755421298
SW1573,54454,1.176648172779268
H-STS,2871966,-0.6937217649488046
RS4;11,10231331,6.472547503473555
AsPC-1,5287969,-0.8371135357044818
IGR-1,637858,2.3337050705342453
SK-N-MC,selumetinib-tretinoin (2-1 mol-mol),4.894312246694405
IGR-1,984333,1.1844404730392355
AsPC-1,10385095,2.76496705920137
NOMO-1,24821094,3.1222382635594967
IGR-1,25195348,5.715885183604277
SNU-899,9840324,6.2702536063310665
AsPC-1,6852167,3.622461858977091
SK-N-MC,219104,3.200826322991899
HT-1197,56946209,-5.052653538760733
SW1573,126941,-1.0305779796426808
MCAS,54619267,3.7434418919533656
HCC1419,24775005,4.479503476214044
RS4;11,25183872,-3.800136250172466
BT 239,65064,3.2174391975890866
HT-1197,73707398,1.1241151390025674
AsPC-1,24964624,2.5492070232527424
TE-11,3385,3.845753386087648
RS4;11,11152667,-1.893444270216278
KP-2,107985,-3.092372796276895
H-STS,selumetinib-GDC-0941 (4-1 mol-mol),1.9537724783491248
SNU-182,selumetinib-piperlongumine (8-1 mol-mol),1.108023603268135
RKN,104842,-2.3241286690000265
Capan-2,5566,3.049023060968274
RKN,11175137,3.1657803092866224
SK-N-MC,4705,3.836161182771402
H-STS,10184653,1.7921408702106925
HT-1197,16065773,1.1915016783793806
BT 239,SNX-2112-bortezomib (250-1 mol-mol),-4.499356026231561
KE-37,10127622,4.223484380766466
IGR-1,216239,3.1571282939200236
SK-N-MC,56973724,1.774477880459835
Capan-2,56946209,-3.3629361673160143
MCAS,6918878,0.9071397786754258
BT 239,9868037,2.51635002205042
SNU-182,49836020,5.156218287298631
KE-37,71304818,1.209478212304371
HCC1419,6918328,0.2954686084171057
AsPC-1,5282054,4.143624610165464
BT 239,25150857,2.3352630248989388
AsPC-1,9935249,3.639166614114404
SK-N-MC,16038120,-0.4098795905039424
SK-N-MC,36462,-0.6057353178382218
HCC1419,46907787,5.141659597687221
KP-2,3101542,3.837041451527285
KE-37,1750826,-2.081824884138583
HCC1419,168313200,2.3751078129153025
IGR-1,25154868,5.206972539492359
IGR-1,25150857,1.681821576644153
AsPC-1,serdemetan-SCH-529074 (1-1 mol-mol),2.4648978933330232
AsPC-1,selumetinib-BRD-A02303741 (4-1 mol-mol),2.3046725635070757
AsPC-1,60700,1.1964352024151823
HCC1419,16659841,2.9724233334687544
NCI-H2087,3689413,-1.4883160931257695
SK-N-MC,1641662,2.7960152302062604
NOMO-1,9825149,1.4944850939332062
HT-1197,984333,2.034218022958651
SK-N-MC,9911463,2.6824462579046755
NCI-H2087,tretinoin-navitoclax (4-1 mol-mol),0.6358587348730419
