cell_line_id,drug_id,response
A2058,24964624,3.047204784836833
HT,327653,2.456712877727426
KE-39,100016,6.665188081944046
A2058,4259181,-0.6082432544796528
BC-3C,5351362,1.2214820356422638
BT 216,72376,-0.1446255088674989
BT 216,UNC0638-navitoclax (1-1 mol-mol),1.86314072706696
WM266-4,5746,-0.6175757044390925
VMRC-RCW,65064,4.75472182885415
BT 232,54143018,5.900896056875585
Ku812,25150857,2.8984825229110207
Ku812,73707438,3.988741413659523
NUGC-3,5351362,2.3998202397935517
BT 216,24748573,2.8221980567083493
SNU-738,6184667,3.17857605856519
BT 216,100016,6.740671439747835
SNU-201,54649381,3.8467571339725097
AM-38,285033,-6.3515966205684204
HT,52947716,-5.0742879646117185
SNU-201,216468,5.216997496754179
BT 228,5328940,1.8504648009507263
KE-39,11964036,1.1014936748281658
GSS,4788,4.082449872744708
RPMI-6666,25262965,-3.6164579430918975
BT 228,11626560,1.9713633934499728
WM266-4,16725315,4.434165344722351
KE-39,3038522,3.2295476949923874
GSS,51039095,1.408305693545926
WM266-4,11228183,2.8119387795188753
WM266-4,54618164,3.8908549160673744
WM266-4,9952709,2.3652391612699257
RPMI-6666,5311,1.3688883065872548
KE-39,2746,3.4287978126101337
BC-3C,4477,1.1789698735341652
SNU-738,24964624,4.231982482385634
BC-3C,9933475,1.9147989807585633
WM266-4,2949965,2.717366911087695
RPMI-6666,135659046,6.863233968439554
NUGC-3,5470400,-2.6097310428867964
HT-55,54618771,1.7226930749216656
BC-3C,9915743,1.1334859275806484
AM-38,46191454,1.3085816045304348
BC-3C,7326481,3.094137059612246
HT,44202524,0.798624126823046
Ku812,5281321,-2.365774247469062
A2058,24951314,2.1958113999611393
Ku812,24785538,1.196998208063896
BT 216,24797083,1.4604541695710385
Ku812,44202524,1.0653964547956452
BT 228,46191454,1.7694800748570632
WM266-4,50905018,3.850909671434456
BT 232,216345,3.488955849502496
SNU-738,11152667,-1.159018364842496
BT 232,2871966,1.1342035932462715
BT 216,6917907,2.81652794318455
BC-3C,5284616,3.5182454459280916
GSS,tanespimycin-bortezomib (250-1 mol-mol),-1.8015851395784044
BT 216,9933475,1.6142661863630177
Ku812,46174525,2.0497895392537133
HT-55,16065773,3.476946407194204
BT 216,5460769,4.97858517740557
BC-3C,24771867,3.611120049755405
NUGC-3,24856436,0.82961608148075
HT,24753719,3.8914471596117655
NUGC-3,6918736,-3.353656707031916
KE-39,2828334,6.422070101852093
KE-39,168313200,1.6918255094583214
AM-38,46224516,0.858991666504027
VMRC-RCW,46191454,4.602628690564415
KE-39,25262965,-0.0093824287359457
HEL 92.1.7,25062766,1.538630646970379
HT,5335621,4.200471484010834
BT 232,1750826,0.2657050490424818
HT-55,ISOX-bortezomib (250-1 mol-mol),0.9342317243677613
JVM-2,44484440,3.157331197956859
A2058,25062766,2.6758489539781447
KE-39,5494449,3.012336343565584
HEL 92.1.7,5113032,4.020630531320955
HT-55,49793307,-2.7873781563212376
RPMI-6666,409805,3.46469330142704
SNU-738,448949,2.21538943458259
VMRC-RCW,carboplatin-UNC0638 (2-1 mol-mol),5.11144742977046
RPMI-6666,16725315,4.874821092483342
KE-39,136227331,5.536038659908766
BT 216,25183872,-1.737560927625521
WM266-4,119607,4.270797988054055
HT,9935249,2.103185333162581
BT 232,25102847,3.433570365125839
HT-55,25102847,1.7911195655254113
SNU-738,9887053,4.4132262532624225
GSS,11626560,0.5461644373107777
Ku812,421610,4.009209669697973
HEL 92.1.7,5287969,-1.8837103986712584
SNU-201,erlotinib-PLX-4032 (2-1 mol-mol),5.557669329714272
HT,3689413,-1.9551613931391472
KE-39,60700,1.8919776900280405
NUGC-3,71466380,4.346170468954436
BT 228,11955716,0.2467886175000924
HT,11427553,3.267059094216774
KE-39,24964624,2.267142563952713
GSS,24785538,-0.965111989476808
NUGC-3,46907787,3.024654204411081
SNU-201,navitoclax-piperlongumine (1-1 mol-mol),1.6173335965071562
GSS,445091,4.758950555442641
BC-3C,sirolimus-bortezomib (250-1 mol-mol),0.3697062841938496
GSS,42642645,0.9983353320399786
RPMI-6666,54618305,4.308512579148535
SNU-201,654092,-0.3059555613335444
GSS,20959075,-3.1514136658737635
HT-55,selumetinib-MK-2206 (8-1 mol-mol),0.0764278182848872
AM-38,SNX-2112-bortezomib (250-1 mol-mol),-7.478655712862396
NUGC-3,16736978,1.1572175924019654
SNU-738,72734382,3.875012438781703
GSS,100016,3.718199006522657
Ku812,16720766,-0.9300961810556406
BT 232,9926054,2.340014679513304
BC-3C,3038522,2.9049367165059996
SNU-738,24951314,2.144764108793939
KE-39,445643,4.20721403949293
A2058,9967941,4.654638129024953
KE-39,676352,2.0662009549778704
KE-39,46215462,1.6742241157614868
BC-3C,46199207,3.844058410424992
HEL 92.1.7,71304818,1.7286189489371488
HEL 92.1.7,selumetinib-GDC-0941 (4-1 mol-mol),3.657513004741347
HEL 92.1.7,11222830,1.6810186851021205
Ku812,445455,5.7620239049284505
KE-39,6184667,4.527415561727204
KE-39,9952709,5.01466122235801
WM266-4,46398810,3.1708114578717943
BT 216,46199207,1.668976143936217
KE-39,16725315,3.5990851811512403
A2058,carboplatin-UNC0638 (2-1 mol-mol),2.4351112323672583
BT 228,6852167,4.103615495734906
RPMI-6666,5287620,-1.0487834265909586
RPMI-6666,11955716,-2.363124610885818
WM266-4,3854666,2.447764610666349
HEL 92.1.7,9826308,-0.2193795847155993
HT,5280436,3.7867272700845303
WM266-4,5287969,-2.318133614606977
HEL 92.1.7,19582717,3.393410575297623
BT 232,11626560,2.150628742976276
BT 228,6450551,3.116687781420001
HEL 92.1.7,42642645,1.6144058148411065
KE-39,54618771,0.8543301924142261
Ku812,11497983,0.3868240418152458
BC-3C,navitoclax-birinapant (1-1 mol-mol),2.8505195571855046
HEL 92.1.7,11507802,0.8748872156404868
HEL 92.1.7,23635314,-2.8494677480049075
RPMI-6666,52912189,-0.9623847501518236
VMRC-RCW,JQ-1-carboplatin (1-1 mol-mol),1.9272630806826467
HT,135421197,1.8590236680580152
RPMI-6666,439501,-2.7068928395348935
HT,10184653,-1.24100294926324
JVM-2,10127622,-2.7850747960226165
BT 216,9935249,2.905393144849144
SNU-738,11238147,3.95313090930156
AM-38,5311281,-2.530616234731229
GSS,702558,3.1842169687807487
WM266-4,2874250,4.456112718674408
HT-55,4521392,4.344925431715345
BT 228,erlotinib-PLX-4032 (2-1 mol-mol),3.033781337769329
BT 228,46843906,3.697636032208851
KE-39,54618164,4.766262408385177
RPMI-6666,46943432,1.9212112931253864
JVM-2,navitoclax-birinapant (1-1 mol-mol),-2.9850602605746137
A2058,5281321,0.3599395025926676
BT 232,71751553,4.301675554416272
BT 228,25183872,-2.881347196340315
HEL 92.1.7,55508,1.914973757207854
VMRC-RCW,19582717,5.465503719424608
KE-39,44507138,1.957284753077253
BT 228,44137675,3.298381522244784
KE-39,44487872,4.457727251314366
WM266-4,54765302,3.534232814747523
HEL 92.1.7,51037431,1.1817945150386502
WM266-4,3825829,3.733906693023344
NUGC-3,409805,4.126577550423276
