cell_line_id,drug_id,response
JHH-1,44607531,1.5701654485596688
NCI-H727,11609586,3.3120945172723917
A2058,135875424,4.909286996355865
A2058,9907093,4.332465316164403
SW1417,24753719,4.352651557823784
RPMI-8402,46199207,2.246215646580309
SK-BR-3,44607530,0.8406220329719474
AML-193,11707110,-3.4607630849723403
PANC-1,53495165,-0.3514680394492745
A2058,11364421,-5.836777138435383
SNU-1077,10074640,3.2926421330033837
SNU-1077,BRD-K99584050,5.679511546826054
KYSE-70,44486219,3.9722791166403657
SK-BR-3,16722836,2.2428711178906253
HCT 116,2828334,6.33730155738088
SK-BR-3,6852167,1.9054876714905489
A2058,46199207,3.737956353897026
Peer,451668,-2.94227758704603
PANC-1,72193861,1.9586688781502752
SNU-1077,3384730,1.7373502464877797
SCC-25,16736978,0.5181010227665899
LS513,9967941,3.5055804493934475
A2058,4705,3.593116670395646
JHH-1,2871966,-0.0225993317083118
OVCAR-8,JQ-1-vorinostat (2-1 mol-mol),1.8216145974847429
SNU-1077,327653,3.4488214544204108
RPMI-8402,327653,2.524650226639341
Mono-Mac-6,selumetinib-MK-2206 (8-1 mol-mol),1.19516704928111
Namalwa,53232,2.2331592104894917
RPMI-8402,54454,1.386864337432023
JHH-1,JQ-1-UNC0638 (2-1 mol-mol),2.3593718191705197
Peer,176870,1.809669120667724
NCI-H727,44589607,2.894616632949603
Peer,208908,1.6778687511087818
SW1417,2828334,6.150426918267632
OVCAR-8,6918736,-0.3571560597380121
A2058,46943432,5.180107767391253
NCI-H727,3689413,0.3749801507161196
Peer,5291,1.4981755837029975
LS513,tanespimycin-bortezomib (250-1 mol-mol),-1.0041137629262296
JHH-1,24964624,2.9828000199463154
SK-BR-3,9915743,-3.880272444164353
LS513,44197249,3.870902449293608
AML-193,24180125,3.91654561081322
A2058,JQ-1-UNC0638 (2-1 mol-mol),2.62837357751412
AML-193,2749,0.4019302718485013
TCCSUP,JQ-1-navitoclax (2-1 mol-mol),2.4798341578974568
AML-193,148124,-4.5095548877680045
SK-BR-3,24821094,-4.39287000585535
AML-193,selumetinib-MK-2206 (8-1 mol-mol),-0.4999337492667394
AML-193,navitoclax-gemcitabine (1-1 mol-mol),-3.2153592342510513
Namalwa,72734382,3.923598258147051
PANC-1,15983966,-4.238151545809434
HCT 116,11964036,1.4259932178921233
SCC-25,53392493,2.116393490518521
AML-193,444795,4.361597558982522
Peer,8515,2.413065162773513
RPMI-8402,2733487,6.448043739089618
LS513,44607531,1.5910691797305956
SK-BR-3,26596,-2.188814054378237
AML-193,5329102,0.9327260014804644
Peer,51039095,1.4708050554426284
TCCSUP,9935249,4.183000192911627
HCT 116,6918328,0.4690561364562934
SCC-25,navitoclax-sorafenib (1-1 mol-mol),2.0868001774276523
Namalwa,216345,4.441431133973052
SCC-25,176870,0.5714863317316811
SCC-25,3825829,3.937484757880054
OVCAR-8,452548,0.1412783277340996
JHH-1,5746,1.3094840721505554
RPMI-8402,159324,-4.775028439509436
A2058,123631,1.759586921778432
SNU-182,135398738,5.355067256958456
SW1417,409805,5.014574040660532
SCC-25,72734382,3.88037726523563
GP2d,25183872,0.2806895804366852
SW1417,24797083,1.7425391840576772
SW1417,JQ-1-MK-0752 (1-1 mol-mol),1.4829336687355634
SK-BR-3,11494412,0.3073008464211634
A2058,3081361,1.826432533514747
KYSE-70,51039095,3.5490987853947247
A2058,46224516,0.9676307245872652
