cell_line_id,drug_id,response
AsPC-1,57519531,4.317220146110072
TE 441.T,24772860,-4.205282472336712
WM88,1750826,-3.1070979651336996
SK-MEL-30,5278396,4.146479291957247
AsPC-1,16065773,2.935886834183449
BT 328,44819697,-1.602072753607262
BT-474,2828334,6.091191740016621
CAL-12T,72376,-2.642545367549067
BT 159,135411,3.005851333343464
TE 441.T,3854666,0.9289040865316472
Kelly,9866186,0.3475637669846867
LMSU,9911463,4.298553287365515
BT 159,10113978,3.4340906131164153
HEC-6,3825829,4.0162682213789624
Hs 746.T,2871966,1.802162177832928
CAL-12T,46224516,2.2276596546280873
BT 159,5311,2.545329822265628
NCI-H2085,11238147,3.8255107491029903
HEC-6,72734382,3.7053344978623706
BT 159,tanespimycin-gemcitabine (1-1 mol-mol),0.2311821075831936
Kelly,5281672,4.297671030041111
SK-N-MC,322968,3.5291465531063224
AsPC-1,11494412,3.580103428724827
CAL-12T,969516,3.505020386847459
Kelly,9908783,4.398723718318202
Hs 746.T,navitoclax-sorafenib (1-1 mol-mol),1.6504183288652785
AsPC-1,6918328,0.3822733035015269
BT 359,25154868,5.319193040531485
AsPC-1,6852167,3.622461858977091
LMSU,89928392,1.5528019914558755
JHH-4,docetaxel-tanespimycin (2-1 mol-mol),-4.277140822482052
SK-N-MC,9887053,3.9832399807302217
Hs 746.T,9903786,3.9786506562957857
BT-474,753704,5.766357478861722
JHH-4,11494412,-0.1349570760111059
SK-N-MC,444795,4.620519937789042
BT 328,44185566,3.0844866112877916
CAL-12T,vorinostat-carboplatin (1-1 mol-mol),4.162913654173732
TE 441.T,navitoclax-PLX-4032 (1-1 mol-mol),0.6188347089805195
AsPC-1,selumetinib-navitoclax (8-1 mol-mol),0.9742361501395068
KP-4,5287620,-1.8879437684025624
AsPC-1,56973724,5.500241353025212
KP-4,72193861,-0.3045152868469126
SK-N-MC,42642645,-0.897402388843346
SK-MEL-30,66577038,3.167219778026205
BT 159,2858523,3.114040173057727
KP-4,82146,3.3218041213797185
Hs 746.T,24964624,3.0183904733405797
Hs 746.T,25126798,3.6521705029203706
AsPC-1,42642645,1.2436203489585118
Hs 746.T,168312962,3.981879251861778
KP-4,3384730,1.9659289598707523
NCI-H2085,6610216,4.266678057471213
AsPC-1,71466380,6.178949844697013
CAL-12T,124202324,3.198828632505746
LMSU,2708,4.741018084625804
KMH-2,9929138,5.036636108742583
BT 328,107985,-2.461939045328001
WM88,60750,2.1204357555167404
TE 441.T,421610,1.6817541866444998
AsPC-1,tanespimycin-gemcitabine (1-1 mol-mol),0.4479893231727763
WM88,119607,5.231547540362232
AsPC-1,73707398,2.3690176063372888
LMSU,5311281,1.1859008880059876
BT 328,3825829,4.625111565622426
BT 328,carboplatin-etoposide (40-17 mol-mol),5.134403751038302
JHH-4,52912189,2.9595235247012153
WM88,81146,2.066069543787698
AsPC-1,53392493,3.5744228182767164
BT 359,52947716,2.789002363222083
WM88,16013152,4.077750665107336
AsPC-1,1242560,3.922175022537436
SK-MEL-30,168313200,4.435155789562201
JHH-4,5566,3.069503021561244
TE 441.T,6450551,2.8437483634937215
SK-N-MC,selumetinib-BRD-A02303741 (4-1 mol-mol),5.365592849876266
BT 328,11257553,2.5148124289145217
SK-MEL-30,5311,1.276498704687391
AsPC-1,4578,5.074011683523406
CAL-12T,675434,4.457749528801187
SNU-175,52947716,-5.051988653650285
AsPC-1,11152667,-0.9426796832875202
SK-MEL-30,6914657,-2.8846677603914643
JHH-4,53495165,5.216116478112914
CAL-12T,54618164,4.192765891794065
TE 441.T,doxorubicin-navitoclax (2-1 mol-mol),-3.743628559569693
LMSU,135398744,6.91211293627059
BT 359,15953870,4.1713351072613305
SK-MEL-30,44185566,2.9432975141245024
WM88,4096211,2.2839760791210177
BT 359,409805,5.267313408202177
BT-474,24964624,1.5512185008829114
AsPC-1,613753,3.1774382169580355
TE 441.T,135875424,2.9590043348173225
Kelly,445455,5.452621844407914
Hs 746.T,5738263,2.984659958038294
SK-N-MC,71466578,3.2681515390653626
SNU-175,11485656,1.332587487801819
KMH-2,11626560,1.1417294335260535
KMH-2,6438330,1.5352425056894736
CAL-12T,9868037,3.211288861847722
NCI-H2085,24180719,4.367351187700946
LMSU,216345,4.559958439384078
KMH-2,54618771,-0.6611868525273566
