cell_line_id,drug_id,response
SNU-216,9908783,3.7818471710413606
RPMI-8226,71680916,4.454019499716187
DU145,11152667,0.2266180408489874
MOTN-1,16725315,3.869103393865204
NCI-H1975,9915743,-3.928107410623461
A-253,71680916,5.314008279506769
KM12,11152667,-4.273444919213735
F-36P,16725315,3.2108179170098854
HPB-ALL,9915743,0.6969273375453205
OCI-M1,25195348,3.658032733941317
WT2-iPS,71680916,4.725597243568697
PaTu 8988t,3552672,2.097731757890035
NCI-H2029,6852167,3.404847034659949
SNU-449,6852167,2.6501635563943977
NCI-H2009,100016,6.24887408197215
LC-1/sq-SF,71680916,5.663809501035124
KLE,3634881,3.3251841919327805
SF126,135398744,7.810596319596066
NCI-H2228,16725315,5.164640901461013
HEL,6852167,2.7971477189216207
SNU-C1,9884685,1.2025701916659406
DEL,11152667,-1.9938024204279712
KMS-11,9884685,-2.516546134244935
IGROV-1,16725315,4.890680859998698
YD-10B,11152667,-0.8619602748650732
BICR 6,3634881,3.596646784449629
DV-90,11152667,-1.263843057681376
A4/Fukuda,3634881,2.7004024711225596
BT 271,9915743,1.1851402962233049
SNU-1,100016,5.685360721271126
BT 224,6852167,4.53858021347583
BL-70,6852167,-1.1490016051859089
NCI-H1092,6852167,4.811360661328789
EM-2,11152667,-2.11262389342865
OV-90,71680916,4.739837816831787
P12-Ichikawa,3634881,1.9471637533200217
Li-7,16725315,3.961703757919732
RKO,9915743,2.8851858618766957
RCH-ACV,9884685,-0.7829826614387396
LoVo,9915743,-0.8819018227786422
253J,9884685,-1.1911858764968464
NCI-H1792,25195348,3.3660629793796444
NCI-H520,6852167,1.505656389836919
EFE-184,3634881,4.042800423797838
WM88,25195348,4.241311637380961
Panc 02.03,25195348,3.9334722209588735
MDA-MB-157,9884685,1.398372779004129
LK-2,9884685,0.5793401438981376
NCI-H1299,100016,6.953805951258825
HEL,3634881,2.3660153954756
253J,11152667,-1.7218129506088469
EHEB,6852167,1.7579387732994172
HOS,71680916,4.41759804628609
MCAS,6852167,1.7021529696000626
MKN74,3552672,2.4180781628635812
HCC-56,16725315,5.420399683213499
KMS-21-BM,71680916,3.700307850057433
LS513,9884685,0.8647679809690252
OPM-2,3634881,2.0291765129520467
SNU-182,3634881,2.7261917859855003
HDLM-2,3634881,3.6967672592774776
COLO 792,3634881,2.746800074238191
FTC-133,16725315,5.918216987208106
MG-63,135398744,6.808455799902383
GaMG,16725315,3.247538761493899
COLO 699,9884685,-1.6553137427056115
SNU-398,25195348,2.9601515671692376
SCC-25,100016,6.900174579464034
OV56,6852167,4.1070527427791585
BT 159,3552672,1.3791510714700936
NCI-H1915,9915743,0.3571601745148741
RPMI-7951,3634881,2.27691218047639
BT 340,9884685,2.0684109733399323
HCC4006,3552672,1.977953812843024
JHOM-1,16725315,3.278368365674003
CAL-148,100016,6.461133409351435
GSS,3634881,2.441529952322115
GaMG,9884685,0.6197999278572434
CCF-STTG1,9908783,5.795963374402641
EoL-1,9908783,4.142828117156902
DK-MG,3634881,3.0521390220260383
HuG1-N,135398744,6.4115232793077235
OV56,3634881,3.296637682267636
TE 441.T,9915743,0.2395120621423657
VCaP,9884685,-1.1282350078658885
Hs 944.T,100016,5.802201252997301
RERF-LC-MS,16725315,4.583339442818838
Jurkat,11152667,-1.1847034322437038
647V,9908783,5.073030811714935
OAW28,25195348,5.036760517156048
NCI-H524,11152667,-1.4634752762077046
RL95-2,16725315,3.770906179414174
SNU-1077,71680916,4.721412518258323
DU145,3634881,3.5913661191674637
HEC-251,6852167,3.664993078516629
Calu-1,3634881,4.932555103913829
WM115,25195348,4.859937697346287
GP2d,100016,6.428285689025714
SNU-119,11152667,-1.7505046185564503
WM983B,9884685,2.1138858450656937
CJM [Human melanoma],100016,5.681499096329984
NCI-H441,3634881,4.427266399008252
IGR-37,25195348,3.352878102344857
SNU-878,11152667,-1.7105164771196346
CAL-29,6852167,1.5867412061088535
Mono-Mac-6,9915743,0.3878185063656593
HCC1500,3634881,3.181593200231373
HCC38,100016,6.688694515924342
NCI-H1299,16725315,4.5878646477949
NCI-H727,6852167,3.356078560596427
BT 112,3552672,1.4281271446672807
A4/Fukuda,100016,4.8831896191852096
MFE-296,25195348,5.617704840928979
BT 112,6852167,2.8502822773493315
Malme-3M,11152667,3.7755207733410647
SUIT-2,6852167,4.156327087057675
HT-144,3634881,3.180763685275064
HCC1833,6852167,3.1486831435900164
HCC44,6852167,0.644523823911665
A-375,16725315,4.229620719693904
Tm87-16,6852167,2.4211748884832813
NCI-H2452,9915743,1.4140850498548845
FTC-238,9915743,0.6345085116820538
PK-59,16725315,3.300439701422596
Namalwa,11152667,-1.2838817681822148
GCT,25195348,2.3481849809786146
OE33,16725315,5.2011012279074755
JVM-2,9908783,-0.8811159035468606
BT 139,11152667,1.692404589023897
ONS-76,16725315,4.104726960292652
Hs 294T,71680916,4.412758130977633
HCC1171,6852167,6.381123013085841
LS123,25195348,4.908541240999077
Daudi,3634881,1.264969339465191
LP-1,16725315,4.190220794645088
Reh,100016,6.483959173055827
BT 330,11152667,1.4109610692427392
Granta-519,71680916,3.9040498639791226
GMS-10,3552672,1.9901970523291073
LCLC-103H,11152667,0.8142627496272367
KYM-1,6852167,2.766391322477695
BICR 22,6852167,2.9570859917106533
Hs 888.Lu,9884685,1.1513032262047451
BHY,9915743,-2.760312091830137
A-673,11152667,-2.304412849002376
BT 320,3552672,1.9342456765414169
LXF 289,100016,7.121965810949268
