cell_line_id,drug_id,response
OPM-2,7326481,2.643641332780412
KMRC-20,23939,4.421386297224866
NOMO-1,100016,4.546215242968586
LOX-IMVI,135440466,1.1765353124635785
Panc 05.04,selumetinib-navitoclax (8-1 mol-mol),1.7234731724828332
NCI-H358,135440466,-0.0818313421331732
HDLM-2,3825829,2.899481570882313
OCUM-1,11404337,-0.1568634600047591
SNU-626,135440466,2.646579155045852
TE 617.T,23939,4.422369494200264
SK-MEL-24,54618305,5.4405077428340345
Raji,100016,6.465762715187829
HuT 78,selumetinib-navitoclax (8-1 mol-mol),-3.3209959202803323
LS123,54618305,5.7379544122052275
Panc 05.04,135440466,1.7905444018168255
LXF 289,9967941,3.6599941581067057
SNU-387,44491742,4.132370196510326
SUP-B15,selumetinib-navitoclax (8-1 mol-mol),-1.3923304893898356
OC 314,44491742,4.454392522958538
HCC4006,252682,3.601735685202782
SCC-25,9967941,4.20162846398581
769-P,3825829,4.3805602076793075
TE-5,11404337,-1.6640351718537505
COLO 320,7326481,2.4973959881390395
JJN-3,selumetinib-navitoclax (8-1 mol-mol),2.5135455617879727
NCI-H889,11404337,-0.9688065890654572
SR,100016,4.130694890660373
KCL-22,selumetinib-navitoclax (8-1 mol-mol),2.557460517816864
KO52,11404337,0.1772123930911338
SW1353,11404337,0.8555790619059997
Hs 888.T,7326481,2.702958743488096
Panc 10.05,selumetinib-navitoclax (8-1 mol-mol),1.3889656862855029
Hs 936.T,100016,5.806135174623166
SKM-1,9967941,3.3288322621426283
SNU-216,44491742,4.347867819055225
AsPC-1,3825829,4.335500071907528
NCI-H211,selumetinib-navitoclax (8-1 mol-mol),-0.6961683744333348
HDLM-2,135440466,1.731816567810835
SUP-T11,7326481,2.625471066600047
LS1034,44491742,3.738346956467245
JM-1,100016,5.094244415703564
KG-1-C,selumetinib-navitoclax (8-1 mol-mol),0.2301811888024706
HeLa,135440466,2.8842101731768572
NB4,3825829,1.723952097913668
BT 187,100016,7.76208292164505
Calu-1,11404337,1.1287217214353569
Hs 895.T,11404337,0.3575168130913553
EFO-21,54618305,4.527789159608335
KLE,252682,6.230481421217852
TM-31,11404337,0.421952078244741
MCAS,3825829,3.968162894586803
TC-71,3825829,4.097679921403836
JL-1,46901937,3.836354052708846
SNU-886,11404337,1.5055907567781088
NCI-H1299,135440466,1.873394973235857
NCI-H747,7326481,2.467697067288803
253J-BV,252682,6.545258452531149
A101D,135440466,3.490410090753253
CAL-85-1,252682,5.887753149428418
EoL-1,9967941,3.055789646436793
CAL-85-1,selumetinib-navitoclax (8-1 mol-mol),2.567450089462729
TCC-Pan2,selumetinib-navitoclax (8-1 mol-mol),-0.6466492734805412
NB4,252682,5.48272036586137
HEL,100016,4.260371486080393
MOLT-3,11404337,-3.211450754750083
OE33,3825829,6.240341971286144
BT 145,54618305,4.4037541633391735
SNU-16,100016,4.136425652163891
BT-12,135440466,3.6056703932252936
CA46,252682,5.8821335535914905
WM115,11404337,-2.7813606850874595
MOLP-8,23939,4.352572888875192
MDA-MB-231,3825829,4.38601405631558
HL-60,selumetinib-navitoclax (8-1 mol-mol),-1.546546831604813
U-CH1,selumetinib-navitoclax (8-1 mol-mol),2.984896707675013
KMS-11,44491742,3.7132617808424704
RKN,selumetinib-navitoclax (8-1 mol-mol),4.166323835760914
NCI-H647,44491742,3.8006488884614527
BC-3C,7326481,3.094137059612246
HCC-56,11404337,1.7100052482003292
COR-L105,selumetinib-navitoclax (8-1 mol-mol),1.996235021345007
KLE,54618305,4.289261640342655
SUP-HD1,selumetinib-navitoclax (8-1 mol-mol),-0.796791603962074
NCI-H2171,3825829,3.727904622873516
ACC-MESO-1,9967941,3.035265547475742
SU-DHL-8,44491742,4.1577476289633
HuP-T4,11404337,-0.0710006834514767
KYSE-450,3825829,4.738351974491715
SNU-C5,11404337,-0.8246866486472284
BT 422,11404337,-0.0607028130466723
SNU-869,135440466,4.3474187834855895
KE-39,9967941,2.56940062250581
2004,3825829,3.728455631882035
JK-1,3825829,3.583742829916569
KMRC-1,11404337,1.3121470144090095
CA46,3825829,3.8503527939376583
