cell_line_id,drug_id,response
F-36P,serdemetan-SCH-529074 (1-1 mol-mol),1.828808135061463
OAW28,9907093,4.094861416701174
NCI-H2141,374536,3.0901566665241003
CAL-29,6917907,-4.454024556127114
NCI-H292,serdemetan-SCH-529074 (1-1 mol-mol),2.3213297405207083
GaMG,serdemetan-SCH-529074 (1-1 mol-mol),2.263513467078317
Lu-65,252682,6.482866894813884
BT-12,374536,3.1994702092753338
BICR 22,156414,1.4774483319728589
PLC/PRF/5,252682,6.946748419277584
COR-L88,46901937,3.640038328348012
KYSE-150,374536,5.74212725466543
NH-6,selumetinib-tretinoin (2-1 mol-mol),3.3759953376703695
Hs 746.T,135423438,3.2102823304550463
TYK-nu,serdemetan-SCH-529074 (1-1 mol-mol),2.1309141787934647
T84,6450551,3.0234528631913795
HARA [Human squamous cell lung carcinoma],6917907,-4.425737266076785
KNS-60,136227331,3.7348276766396986
M-07e,selumetinib-tretinoin (2-1 mol-mol),-0.1759517577627258
GaMG,selumetinib-tretinoin (2-1 mol-mol),4.660858126089047
Hs 294T,374536,1.1322433367257645
NCI-H322,24180125,3.2183123555478703
F-36P,374536,0.4233765448194311
HCC2108,374536,3.656255875705604
DBTRG-05MG,6917907,2.9249762704725386
CHP-212,156414,1.607333676424714
HCT 15,9907093,3.9678615086170783
NCI-H211,156414,1.061128990416998
Capan-2,156414,1.6206965519092191
NCI-H23,374536,2.7090261266880105
K-562,selumetinib-tretinoin (2-1 mol-mol),3.758766106216507
SW1271,136227331,4.376300443457216
EJM,374536,1.880245992175634
PANC-1,6450551,3.244005315313389
JVM-3,24180125,1.9129401450909584
SW948,selumetinib-tretinoin (2-1 mol-mol),-0.8554904901249896
SCaBER,selumetinib-tretinoin (2-1 mol-mol),0.878631150790562
SNU-1079,374536,1.7363083886043131
BT 271,6917907,2.9893157527875833
JJN-3,6450551,2.066926195664891
SK-N-MC,6450551,1.1914487101413471
NCI-H716,6917907,-5.347767608692224
A-549,9907093,4.02201566028338
SK-MES-1,6917907,-5.279221144976365
SW982,6917907,-6.964991996707087
KP-3,9907093,4.849472171367946
HARA [Human squamous cell lung carcinoma],9907093,5.03391680027973
TUHR4TKB,6917907,-4.307055730105284
HCC4006,374536,-2.768431142262161
SK-MM-2,9907093,4.110970279156557
NCI-H1373,136227331,6.256455591315265
NCI-H1944,252682,6.329212957949149
SNU-886,selumetinib-tretinoin (2-1 mol-mol),2.050620006893266
SET-2,24180125,3.520791323049292
Hs 611.T,selumetinib-tretinoin (2-1 mol-mol),4.735509199758446
IGR-37,6450551,3.538187993545274
WM793,serdemetan-SCH-529074 (1-1 mol-mol),2.1116726629279747
IST-Mes1,serdemetan-SCH-529074 (1-1 mol-mol),2.635765253356215
ST486,374536,0.5049857055827843
NCI-H1395,6450551,6.187307607667542
ESS-1,374536,5.146738438727042
HCC4006,6917907,-5.694052290888982
HCC2218,24180125,2.93475065656583
BV-173,selumetinib-tretinoin (2-1 mol-mol),2.2559735663397724
HL-60,6450551,2.149378932754994
NU-DHL-1,6450551,1.9014057000217284
MKN74,136227331,4.503917554589063
KMS-20,156414,1.093109837922788
BT 228,6917907,0.4013788503384812
A-549,selumetinib-tretinoin (2-1 mol-mol),2.4949333277523524
MES-SA,252682,6.995782632782116
BICR 18,6917907,-5.6067862464042975
HEL 92.1.7,6917907,-5.645052667353336
