cell_line_id,drug_id,response
KALS-1,6918837,-1.0378033780250342
SW48,135875424,3.469184081134181
769-P,135875424,4.650591407681101
HCT 8,148198,-5.465944443336747
NCI-H292,148198,-2.0841293800573446
CCF-STTG1,148198,-4.129311374884182
QGP-1,9907093,5.964735468314474
HCT 8,3854666,3.4092895535150083
BHY,6918837,-2.377032726584201
HuG1-N,148198,-4.107954267026698
JK-1,148198,-4.68047289678299
KMS-11,656346,0.4380717238883672
HSC-3,6918837,-2.212600896181265
NCI-H1435,135875424,4.380789148010153
NCI-H526,3854666,0.5432695443885891
HCC1438,10410894,2.882260911610073
SNU-449,6918837,-1.494845192804234
QGP-1,3854666,3.072510284410307
SKM-1,656346,0.2148623299853773
CAL-85-1,6918837,0.6890230391726331
BT 271,135875424,3.267528631727611
P31/FUJ,148198,-3.664233852608881
KYM-1,3854666,0.6296388431851128
COLO 699,6918837,-2.902668536237582
SU.86.86,135875424,4.152288157211863
BICR 18,6918837,-3.7474066868151663
BT 333,54618795,3.513374135174941
SUP-T1,9907093,3.757688687647805
BT 320,3854666,3.86904800273952
786-O,135875424,4.398795427398002
NCI-H2228,135875424,4.666656797632995
MOLT-13,9907093,3.6293932908015174
KNS-81,10410894,4.474291500005392
KE-39,3854666,4.449857131704124
YD-10B,656346,0.6987061642820939
RD,3854666,0.8250746000487614
HCT 15,148198,-4.831487376237021
AsPC-1,9907093,4.363482739155403
SNU-478,10410894,3.7161436178803258
BxPC-3,9907093,4.5613416209155755
TT,656346,1.2196399730695342
HLF,148124,-4.484401267484706
PE/CA-PJ34 (clone C12),3854666,0.7943523247128464
Hs 746.T,24779724,-3.709642201579214
OCI-Ly3,148198,-4.419938902375586
SIG-M5,10410894,2.3189330608752803
GP2d,6918837,-4.639114547641763
LC-1F,6918837,-5.204885591530448
SK-MEL-28,6918837,0.4014054147330933
SNU-213,3854666,3.663424826303367
SBC-5,6918837,-2.402107568310104
SW1990,148124,-0.559061851738452
Panc 03.27,9907093,4.526414334582481
SNU-449,9907093,4.078651849005814
HD-MY-Z,148124,0.7380672872848864
SNU-620,44202524,1.641606018858586
NCI-H1299,656346,1.779837749214576
CAL-148,656346,1.4217637313026084
SNU-475,148198,-3.401436847771516
KYM-1,44202524,1.2231690505470487
JeKo-1,10410894,2.866666421101318
HCC1419,6918837,-4.686201106046268
BT 164,10410894,2.871580854375149
KLE,9907093,4.3310456736816185
COV434,148198,-5.709180459817414
