cell_line_id,drug_id,response
NCI-H1694,11404337,-1.0250746048431445
MFE-296,selumetinib-vorinostat (8-1 mol-mol),3.5111137224314626
LCLC-103H,12003241,-0.4608233539243975
RD,11404337,-1.7858539381850014
JHUEM-2,54618305,4.313629109650022
HuH-28,11404337,0.2716572522655043
CML-T1,54618305,-5.881736901302383
KMS-12-BM,54618305,3.825029881117321
GDM-1,10296883,3.3265560717041436
BT 216,54618305,4.343548232440738
NCI-H1373,136227331,6.256455591315265
NCI-H650,selumetinib-vorinostat (8-1 mol-mol),2.643357651704564
Pfeiffer,76446078,5.826400257253173
VCaP,selumetinib-vorinostat (8-1 mol-mol),2.423309917251552
LCLC-97TM1,4378219,2.0431586025336332
LNCaP clone FGC,44241473,4.6222925565590085
Hs 839.T,10296883,4.248587708803948
SK-N-FI,54618305,4.445177677039758
EFM-192A,54618305,4.273726836942187
HT-55,JQ-1-carboplatin (1-1 mol-mol),3.678098211673295
HCC1195,44241473,5.227815780172388
BT 328,136227331,5.061934875267611
JHUEM-3,12003241,-2.0090653802187197
NCI-H841,12003241,-1.6250883775981226
RD,selumetinib-vorinostat (8-1 mol-mol),1.6803258761619044
AM-38,11404337,-0.5610335090567212
SF539,24771867,1.191281674737788
SK-MM-2,10296883,1.2028909628230222
TE-8,10296883,3.8933893456121984
NCI-H1573,4378219,2.96389642020658
UM-UC-3,136227331,3.94021080809034
Kelly,24771867,-2.8346980260572474
Hs 888.Lu,10296883,4.303649203246193
Hs 934.T,4378219,1.698654753435016
SNU-8,24771867,0.819050595072537
OVTOKO,JQ-1-carboplatin (1-1 mol-mol),3.861822916435348
CAL-54,4378219,2.005799653589018
TM-31,12003241,-1.3961411648113156
YKG-1,11404337,0.7038073229533129
JHUEM-7,10296883,3.9492602271456065
PK-59,54618305,4.329681142974429
DAN-G,12003241,-0.4522104330137063
Kasumi-2,54618305,4.391643278203803
BT 271,11404337,-1.9578148063056395
A-375,44241473,4.458361896268554
BT 340,selumetinib-vorinostat (8-1 mol-mol),2.9565277200818048
Hs 839.T,76446078,4.18660099517859
OCUM-1,12003241,-0.8918432074998596
SK-BR-3,12003241,-1.7425302549890949
TYK-nu,10296883,3.5391236676051583
MG-63,24771867,1.908460951729608
HCC2935,12003241,-0.8324751754872037
CAL-51,24771867,-0.5018492111736887
ECC12,12003241,-0.4991552447723122
TF-1,selumetinib-vorinostat (8-1 mol-mol),0.2373450390299108
DEL,4378219,1.328244846384661
Hs 611.T,12003241,-4.3632527403619425
JHOM-1,selumetinib-vorinostat (8-1 mol-mol),4.561392642602074
ZR-75-30,4378219,2.3774532546634877
A3/Kawakami,40482356,5.618568759585912
NCI-H1869,24771867,4.056145825527395
Rh30,selumetinib-vorinostat (8-1 mol-mol),2.333625325238172
Hs 578T,12003241,-1.9219753364875385
NCI-H838,JQ-1-carboplatin (1-1 mol-mol),6.320973453370018
SNU-1079,JQ-1-carboplatin (1-1 mol-mol),-1.464930217070614
HCC2279,11404337,1.1407968347244497
KMS-34,4378219,1.7831996548730944
EoL-1,10296883,0.2540444549811657
SNU-C5,54618305,4.2620968898118665
JURL-MK1,JQ-1-carboplatin (1-1 mol-mol),0.6722664514176999
SNU-C5,4378219,4.855364260132724
Karpas-422,selumetinib-vorinostat (8-1 mol-mol),1.6918556367520698
YD-8,10296883,4.26925641885348
PLC/PRF/5,54618305,4.300403954013755
VMRC-RCZ,54618305,4.302419161500339
ONCO-DG-1,44241473,4.483853064372171
LP-1,JQ-1-carboplatin (1-1 mol-mol),-0.8126599405302602
SK-N-MC,selumetinib-vorinostat (8-1 mol-mol),2.156046762999695
HLF,11404337,-1.3063321678597395
HMCB,11404337,-1.2429546984634874
Peer,selumetinib-vorinostat (8-1 mol-mol),1.7833552737931586
Sq-1,11404337,0.5164739159658084
SH-10-TC,selumetinib-vorinostat (8-1 mol-mol),3.8714348747997978
GSS,11404337,-1.198572034455594
RPMI-7951,JQ-1-carboplatin (1-1 mol-mol),3.054924141826928
BT 187,44241473,5.585577122491378
SIG-M5,10296883,3.681364440246351
KE-39,selumetinib-vorinostat (8-1 mol-mol),2.460157439364167
LS513,11404337,-0.9008701596149395
WM115,11404337,-2.7813606850874595
MOLT-3,JQ-1-carboplatin (1-1 mol-mol),-0.167608830947713
AU565,4378219,1.7809295710052302
BICR 22,54618305,4.315554591509874
Caov-3,JQ-1-carboplatin (1-1 mol-mol),0.7058210563631089
SNU-245,11404337,1.1841340979823434
KYSE-510,11404337,0.4094464488051804
KMS-27,12003241,-0.3161890721272481
BHT-101,11404337,-0.8780725416326395
MDST8,selumetinib-vorinostat (8-1 mol-mol),1.0590621941896752
SUIT-2,selumetinib-vorinostat (8-1 mol-mol),2.64771661765404
WM266-4,136227331,3.760867873542347
C2BBe1,54618305,4.283741235825971
PF-382,24771867,-1.6533655868224757
JHH-5,JQ-1-carboplatin (1-1 mol-mol),1.839630269464315
KYSE-450,selumetinib-vorinostat (8-1 mol-mol),4.7047853515595515
