cell_line_id,drug_id,response,predictions
NCI-H1092,51037431,6.3894384839452725,2.137672481883993
NCI-H522,613000,2.2856040748624347,3.5166103907715938
RVH-421,44137675,3.972961519882127,3.9385340027852065
SU-DHL-8,51037431,2.064699416570013,1.8771744840224085
GCT,25126798,2.4566925320258797,1.902245914480187
Granta-519,107970,1.5911312599666134,2.789620224490969
EPLC-272H,piperlongumine-MST-312 (1-1 mol-mol),1.5737339810671582,1.106919924161775
L-428,44484893,4.040437947140955,1.310936004030794
SNU-449,navitoclax-gemcitabine (1-1 mol-mol),5.117951975418846,1.9717650371219362
EN,11640390,3.4891915249223557,2.664991670990406
SK-MEL-5,6918878,1.446817120772073,2.1865975012893104
HCC366,148198,-3.0667828762214344,0.5431464485370551
786-O,10113978,3.9085903148062,2.5428784059724254
BHT-101,piperlongumine-MST-312 (1-1 mol-mol),3.5003852868322016,1.3579535668722196
BT-474,107970,2.4195219689765266,2.718450201486358
UM-UC-3,navitoclax-sorafenib (1-1 mol-mol),1.365335670698342,2.4175040745751257
TOV-21G,5281321,-2.109128921056566,1.2919697672462405
Hs 940.T,11640390,3.9814121692624216,2.7420274342253026
SK-MEL-1,11640390,4.907415921825892,2.4216070629160433
SW620,10113978,2.1371202530737974,2.3604662351602737
Calu-3,selumetinib-MK-2206 (8-1 mol-mol),1.8093135756955483,2.2399069673293344
OCI-M1,navitoclax-sorafenib (1-1 mol-mol),1.2899887017794949,0.9840443857906358
697,10113978,1.2215533451799487,0.9143113313177129
Panc 04.03,44462760,4.978463894781355,3.9224538547774968
OCI-Ly19,24964624,1.5885520853169603,0.9133335654995532
RCM-1 [Human rectal adenocarcinoma],7326481,3.471788060157272,2.7781783370311524
769-P,71466445,4.666274253577678,1.7872794872058533
A4/Fukuda,107970,1.5574682195612295,2.672046435549362
NALM-6,71466445,2.5967465437674537,0.9086794802232707
T24,46398810,3.5396963030792707,3.389141532809203
OE33,piperlongumine-MST-312 (1-1 mol-mol),1.672425698921404,1.4814942378863571
Calu-3,navitoclax-sorafenib (1-1 mol-mol),2.8195441454788126,1.7722785236487133
KMS-11,7326481,2.7623413102889085,1.5480016922153357
23132/87,11609586,2.1678354988727073,3.021549977205038
EPLC-272H,selumetinib-MK-2206 (8-1 mol-mol),-0.4494062143400733,1.7010048969724674
CAL-54,44137675,1.730264548973589,3.773162168490385
SK-UT-1,24785538,2.9370151695629985,2.0854036107024627
NCI-H69,6918878,1.9450769167430224,1.521248238797294
LOX-IMVI,selumetinib-MK-2206 (8-1 mol-mol),1.8687402704892329,1.7926773829756937
OVK18,2708,4.094418491305804,2.600686364727486
UACC-257,148198,-2.410232304331187,0.6795757037625532
BHT-101,9911463,4.450414123842211,2.3376666292995183
RVH-421,46398810,3.036442159045162,3.439234038462457
COLO 829,navitoclax-gemcitabine (1-1 mol-mol),-4.759689210027341,1.9780071301617896
AU565,11609586,0.8886557909894768,2.9059769536866544
TE-11,1566236,3.9613648784907625,-0.4006911365705568
DU145,6918878,5.332800992773371,1.977173359714227
RVH-421,1566236,2.764859572776919,-0.2773709531206663
HT-144,44462760,-4.521822585013576,3.6797812714865845
JM-1,1317464,3.8125649173872938,0.30376623892074306
MDA-MB-157,navitoclax-sorafenib (1-1 mol-mol),-1.4384143120917083,0.6524935348583191
IA-LM,5281321,-0.2514769440259956,1.1352233133360512
CA46,46943432,1.2105530921386296,1.6987958798275327
