cell_line_id,drug_id,response,predictions
G-402,56646779,4.480997332037086,0.36442002915734273
LS513,11656518,2.1849440824913686,3.418182448873422
TE-1,3062316,0.550914721709061,2.440517592599124
OCI-M1,462382,-0.0367256720899532,3.0368313769098427
B-CPAP,6610216,4.017338863517876,0.24422612293848758
RKO,52947716,-6.611161073849914,2.4527961804408425
NCI-H716,219104,4.657897835899996,0.266788583477803
CAL-54,2746,3.3346441526791306,2.8847299806585323
ECC12,10127622,5.401151906980483,2.3205277806239573
ZR-75-30,4096211,4.293167337670182,3.307584294731056
LAMA-84,25262965,-2.2297576749162658,0.9654065639298048
A-549,JQ-1-navitoclax (2-1 mol-mol),0.8955276782624513,3.021482329182747
MHH-CALL-4,SNX-2112-bortezomib (250-1 mol-mol),-2.3571867413235714,2.281227012941422
JURL-MK1,25195348,1.133870774506744,2.549337085994328
HCC1954,6623618,1.9536664350592945,3.024319367621893
DoHH2,3062316,-4.102144500748695,0.6914125688287827
SNU-61,4521392,3.90812104829802,2.984423815868374
KNS-62,11485656,3.204340501575354,2.587060925879612
NCI-H2081,4261,0.6223961435689531,1.252144004955833
8305C,3062316,-1.2333396053655148,2.0764483224222747
Panc 02.03,3062316,2.5231792980774,2.6748454827401327
MES-SA,462382,-0.1633534537116309,3.4406958329244786
MOLP-8,6918837,-6.2821371699611515,2.7235159333923957
SK-MM-2,9927531,3.423086236737343,2.805147219625409
A-204,52947716,2.185714897938549,2.2568492550527015
RCC10RGB,3062316,3.7206614033239833,2.76070467668578
IA-LM,25262965,-3.1838216959830796,1.8648147589952608
EN,44607531,1.5115090755616154,3.054850589612081
SW1573,4096211,3.236722527011662,3.3441618031097216
NCI-N87,11683005,3.6426598339920297,3.0659311451217293
NCI-H1341,25195348,2.892897148639645,2.8787210102654712
COR-L88,decitabine-navitoclax (2-1 mol-mol),-1.295316509994457,2.8523298242455506
OCI-AML-5,25195348,2.388143092510493,2.582612178313895
NCI-H661,44607531,1.139733733680255,3.022067149205222
FTC-133,10127622,5.496386107928154,2.5771202003100866
TE-10,44607531,1.5039143378496076,2.9882298159037957
SNU-61,selumetinib-decitabine (4-1 mol-mol),0.7791363138333649,-2.158727033116334
NCI-H526,219104,1.6992569619834808,0.23041237421375577
