cell_line_id,drug_id,response,predictions
8305C,387447,-4.500899735651715,3.5379112897537435
COR-L88,navitoclax-pluripotin (1-1 mol-mol),-1.5949102346497075,-0.7425351868586594
A-204,6852167,1.599589382352186,2.618187172103607
RKO,56963564,0.5825206420774123,1.5656938090236736
NCI-H2110,71466578,5.140572162086394,3.890813106266133
TE-4,16013152,4.906129423274357,2.905488478921188
HH [Human lymphoma],1242560,3.32390112316198,1.712612753001822
SF539,65628,3.9792533711127582,3.3630206783483625
NCI-H23,23635314,-5.442723917738421,1.5631235127520975
PaTu 8902,selumetinib-navitoclax (8-1 mol-mol),2.7909772109313677,-0.9591895553206404
BT-474,navitoclax-pluripotin (1-1 mol-mol),-1.0742415040750295,1.397966882616493
JeKo-1,9887053,3.7322509372114014,3.127079019947461
LOX-IMVI,387447,-3.914151602497852,3.1432075785011433
SNU-407,31703,-1.0082438644148106,2.133332643447207
DBTRG-05MG,selumetinib-navitoclax (8-1 mol-mol),3.4962449153721207,-0.166951115130922
KCL-22,31703,-1.5309131877847932,1.8784173647425713
TOV-21G,11626560,2.4592668956667234,2.797380935796793
UM-UC-3,44543605,4.331754584190267,1.5056949367272066
DMS 273,135421197,2.3407622077730035,1.277672609149628
NCI-H838,navitoclax-pluripotin (1-1 mol-mol),-0.5686926349029187,2.2010380899075117
A-375,6852167,3.704250523230319,2.8366933274924757
SW1088,568763,0.7007246011422348,3.757708684766588
RMG-I,6438330,0.8788741395076296,1.9330776207447888
647V,11626560,1.4953124567230809,2.760666980359341
CHP-212,9887053,1.8136622207304371,4.016125198804936
SW48,1242560,3.5610164041067645,1.747260112162601
UO-31,56963564,0.4873946868914756,1.8791316619514535
KYM-1,11364421,-3.8755120502765834,3.417557268526349
HGC-27,6438330,1.3740169821590456,0.9119227364701403
LS180,navitoclax-pluripotin (1-1 mol-mol),-0.4771322903655018,1.6064288712158534
TT,3854666,3.3139239024984586,2.4599670698755354
TALL-1 [Human adult T-ALL],71466578,3.722792588811551,2.4576736556824943
WM115,44197249,3.814304480361476,2.213130975521693
GCT,65628,3.937581767993038,3.4221575517688354
SCC-4,387447,-3.782373095512828,3.626116170155156
THP-1,135421197,0.9721009186640236,0.6895100838946076
HCC1395,135984461,4.308264403922993,2.539745301425293
EKVX,1242560,3.643397976118514,2.795706935911495
KMRC-1,53392493,3.2185750963739026,2.8035915373604956
HARA [Human squamous cell lung carcinoma],11507802,1.3937860028408913,2.5513498673182697
SNG-M,11626560,1.817058584385788,2.826754843971636
TT,421610,4.269587266709857,2.306584254856858
A-549,carboplatin-UNC0638 (2-1 mol-mol),3.4182683209917206,2.44338352600698
HCC366,446155,2.507013203557048,3.421332478273769
HGC-27,44543605,4.098474383739348,1.1933604728047178
Rh30,568763,0.0447634760099069,2.996140065455523
SK-N-FI,selumetinib-navitoclax (8-1 mol-mol),0.8531723664973885,-1.3211364349460712
NALM-6,57330099,4.047483393284192,1.6984500305796038
Lu-65,24772860,-2.8621529229367417,2.5720463872553574
NCI-H2171,11364421,-5.769988570724398,2.5377901352288683
NCI-H446,135984461,1.479932164265367,1.2883904855928687
KMS-12-BM,387447,-5.588552036556516,2.649039907929328
SKM-1,31703,-4.0248884095114965,2.0108214350845035
SNU-5,31703,-1.454090688772993,2.3232898690321764
HCC1569,navitoclax-pluripotin (1-1 mol-mol),-2.8330783201375924,0.25284401523464384
COLO 829,3854666,2.075808913393435,2.6393240529423827
G-402,448949,1.435887228002693,2.736330813494234
NCI-H23,57330099,4.355052858438965,2.656669884346202
ESS-1,44632017,1.0852608734168645,4.4658535746949175
UACC-257,11222830,1.5763535230946906,3.220258224381542
SNG-M,44507138,2.890342243776107,3.668418669637232
HCC1395,11364421,-4.961149723078427,3.6130564668271408
BT-20,448949,1.9290586864163883,3.010122714005512
KMS-11,448949,1.9264445941504005,1.9061613699688462
RD,54619267,3.936543841826308,4.340294665791827
CCK-81,54619267,3.070406547167575,3.8897499088516327
HCT 15,11222830,1.67720609086181,2.632774999908263
TALL-1 [Human adult T-ALL],5743,1.4196217489037326,0.7659064968548563
TE-5,3854666,2.975196514311936,2.4367094274223704
GA-10,9933475,1.4337389448237616,2.1467773439660998
CHP-212,6438330,1.8545169998168576,1.3940653033457335
FTC-133,16013152,4.199465293191842,3.4867798312413067
SK-MEL-1,24772860,-1.586354225256687,2.378876043772595
MCF-7,6852167,1.253402776787036,3.0723754082114905
HuP-T3,53392493,2.0684681956337654,2.8785403470633417
5637,6438330,1.6750272465707372,1.5699063839115954
THP-1,6852167,0.7768028422680426,1.2715873897313017
NCI-H2452,56963564,2.315469414243469,2.0240360689457013
NCI-H1975,54619267,3.9921196087581823,4.012987268212116
EFO-27,4788,6.204062284318603,-0.5437315668181892
