cell_line_id,drug_id,response,predictions
DMS 273,9952709,2.373087309160908,2.5350419167117253
SCC-4,45279963,4.047294814982112,2.1904872675653393
SNU-407,selumetinib-JQ-1 (4-1 mol-mol),-1.4031529042241262,0.9903988783223825
HEL,12003241,-0.3954740832299299,2.0629391764225944
NCI-H508,3025986,-0.1600526835372885,2.6009751695144114
Fu97,135398738,-2.190942662020685,1.9615484859785561
U-251MG,10296883,4.141522340635607,1.8914678647116177
NCI-H522,9908783,5.043768225694569,2.717431449299947
LS123,42642645,1.3766242781191698,2.5834153654335896
NCI-H2170,176870,1.4022094568387062,2.946141268184446
NCI-H2029,123631,3.506042397229096,2.8090943033460274
HCC1954,selumetinib-piperlongumine (8-1 mol-mol),2.2426733193071793,2.500331121642608
MHH-NB-11,675434,6.056149649498793,3.599632499574688
OV-90,12003241,-0.4315626967505086,2.9721096116648678
FTC-133,123631,3.8044847524269865,3.7731002304007877
Caov-3,613753,3.0858035791906087,3.1705677228966858
SNU-1,3025986,-1.2758021983317414,2.430154915649677
D283 Med,3689413,-5.066385831563446,2.5314831754494636
Mel JuSo,9915743,2.4580846898357547,3.079798594749355
EFO-27,11977753,-1.8189065225127747,4.171199303843087
NCI-H660,57519531,5.796836367779047,3.268611016565418
KCL-22,637858,1.7963655240899727,1.1911481705291964
NCI-H1792,selumetinib-JQ-1 (4-1 mol-mol),1.508077627842721,1.46057267041206
CAL-54,637858,1.3720795157109595,3.0003971012613544
DMS 114,44202524,1.6228376317303324,3.059493684657998
SNU-387,637858,3.1289218700109696,2.7621253837998023
NCI-H2228,637858,3.1749317104999673,2.9272224376035494
AU565,613753,3.214352381260741,3.356680915600852
Lu-65,9915743,2.050551276197927,2.8130110331614837
RPMI-8402,12003241,-0.4088888603650127,1.8324001894428827
U-251MG,9825149,2.3821474088229135,2.8756317563596094
ECC12,53232,1.5552546822484894,1.9247325495663552
MOLP-8,3552672,2.5417747800161483,0.9168717783979745
769-P,crizotinib-PLX-4032 (2-1 mol-mol),2.820369688893342,1.1532070203793419
SCC-25,176870,0.5714863317316811,2.3866593416553896
THP-1,637858,1.002288461822537,1.07799261211766
NCI-H1915,12003241,-2.138789855422618,2.710786350799034
CCK-81,57519531,1.4442507940377596,2.956344916907793
647V,45279963,3.7922469722249166,2.4105306748931206
SW1463,54143018,1.6932952952144893,1.6308671912888775
