cell_line_id,drug_id,response,predictions
P12-Ichikawa,26596,-2.168612597742571,2.4199892674826327
HT115,984333,0.4002320848773198,2.4269844927311106
EC-GI-10,984333,-3.051872608344357,3.138100064546578
UM-UC-3,65064,5.20081189901683,2.882264721522197
HSC-2,9926054,1.7452128350759892,2.8585325096129828
MDST8,654092,-1.4293910300938224,3.434247995068427
EKVX,24748573,2.2744575139501344,2.554237792998214
SK-ES-1,11497983,-3.868701068407193,2.4810566174135724
SUP-M2,11228183,1.4312436466104836,1.9297975793119722
ESS-1,24901704,3.989977980383822,2.94214543944664
TE-5,54678924,1.5236248369971253,3.6541568543972045
PSN1,11497983,4.375113595289177,3.1257399019594208
SW1990,2858523,3.108665147059129,3.2374605492017765
TE-11,5113032,4.532325102566281,3.350394446301769
ChaGo-K-1,72193861,1.1879509711321792,3.2304609837670966
QGP-1,65064,3.8645676687152606,2.6088683398885255
RS4;11,654092,-1.6972495587318472,2.1314239888742326
SK-LU-1,25183872,-0.961168082495074,2.9730170021457196
SaOS-2,72376,-1.862865015628177,2.578668810187107
SK-LU-1,10410894,2.884082843020363,3.1045589764341
HCC1428,6917907,-5.488444788350978,3.6740436203014535
SF126,9926054,2.7905707570317686,3.339085665539384
KYSE-140,24901704,4.0115836326370955,2.856826255424204
MDA-MB-415,6917907,2.958069882684443,3.5588787327072327
RPMI-7951,26596,-1.730558618097036,3.3261432169570986
Daoy,10410894,3.6077495689381105,3.293668393504089
SU-DHL-10,11404337,-3.1168849698273404,2.2407775389898457
GB-1,72376,-1.8437115420113963,2.709550148593694
OS-RC-2,sirolimus-bortezomib (250-1 mol-mol),1.663291645677193,1.2353750851482261
BICR 22,3038522,1.9324211832044784,2.672859525463826
NCI-H661,3025944,3.908905198351104,3.2009034091928474
CAL-51,49850262,3.6300011952383584,3.243011522731659
NCI-H460,2858523,3.1665522277325575,3.4714298778186303
NCI-H1915,25183872,-1.594925768430462,3.0783955453782643
A-172,11404337,0.9074451848226016,3.203774889617215
SNU-81,6917907,-6.2756065511253185,3.2459893691319364
MSTO-211H,54678924,1.5146991125566602,3.434670322723506
HL-60,selumetinib-UNC0638 (4-1 mol-mol),-1.506616407421839,0.8911413511024981
HCC1937,24901704,3.9753075077372455,3.074125730478877
RKN,2858523,3.2318364946727653,3.082350280846133
SNU-475,selumetinib-BRD-A02303741 (4-1 mol-mol),6.852928294011391,1.961886152508035
GDM-1,65064,5.217691035753028,1.7910139662121791
NCI-H460,5351362,3.0809857123464037,3.3738686414162236
SNG-M,11228183,1.1271917089611163,2.5512089803565186
BxPC-3,72193861,-0.2425633398981322,2.8899785682170487
OCI-M1,984333,-0.2349308912523499,2.3387381984521944
U-251MG,72193861,3.1701073805444255,3.4145507715740444
HOP-62,71729975,2.57008704117282,3.4290668508717217
IA-LM,49836020,4.225846480888235,3.143285038453145
Hs 940.T,25183872,0.5820608238875664,3.050301462489504
RKO,5351362,1.5688417029382893,3.2201286328543195
NCI-H2009,71466380,3.950405172838994,2.3690681383441796
Karpas-422,25183872,-1.8512729311509144,1.9093259445328703
U-118MG,65064,4.643271862416724,2.8143282036641204
KCL-22,selumetinib-UNC0638 (4-1 mol-mol),3.126709516806407,1.339028640076299
Daudi,selumetinib-UNC0638 (4-1 mol-mol),2.5339399670169827,0.699958268502594
COR-L95,25161177,5.647598761093448,3.2336568291532366
HH [Human lymphoma],25183872,-4.251161710153242,2.144457716542992
SU-DHL-10,26596,-1.8221428143230487,2.469839891834636
P12-Ichikawa,sirolimus-bortezomib (250-1 mol-mol),0.3718187399928814,-1.6359232670141102
DMS 273,46907787,0.4735517334159472,0.34902901441646506
MDA-MB-453,46843906,1.4379824902109608,2.4521474055066936
Mel JuSo,sirolimus-bortezomib (250-1 mol-mol),1.422716190739553,1.2006426768195784
KYM-1,4578,4.792803116889305,3.3681988408910284
HDQ-P1,25183872,-0.1008791418828325,3.09683754017137
KM12,5351362,1.3474366823800878,3.1895020364491296
NCI-H1105,11228183,-0.1084209797390395,2.562515157134819
NCI-H292,3038522,3.811290582208577,3.0513515311786916
DoHH2,26596,-2.141975510207564,2.6196377988673487
HOS,135411,0.9561696617155332,3.5524412502699683
KYSE-180,sirolimus-bortezomib (250-1 mol-mol),1.6916229080787213,1.0961598769523742
MOLP-8,44566777,0.3680572795114795,-0.030840692594885553
Karpas-422,6917907,-5.654366357922142,2.7435142259584286
MDA-MB-231,11404337,0.2282829933143647,3.2998488504690315
NCI-H446,654092,-1.9395075355692484,2.8057759452151885
SW48,11404337,-1.6842588085779022,2.514612363211657
MDST8,11497983,4.366208744407351,3.02465351414558
NALM-6,49836020,4.594148282336944,1.7181678717927893
Hs 940.T,11404337,-0.6222132136822929,3.1909383039313792
TE-6,135411,1.1786200606916124,3.570406110470991
OAW28,24901704,3.441244042276163,2.784156507688676
ML-1 [Human thyroid carcinoma],26596,-0.6105391992480588,3.4756888165760227
L-540,24901704,2.0220508562329855,2.130996897486912
Hs 578T,46843906,1.9405452971753636,2.886437276965067
UACC-812,426756,4.999419351863596,3.3967151089820184
SNU-407,65064,4.53452279558876,2.378656045604676
KATO III,selumetinib-UNC0638 (4-1 mol-mol),4.294274768861241,1.8287794828875605
RS4;11,53495165,-2.599943409315268,2.2086819267488194
EFO-27,26596,4.577324640946523,3.6511999503233907
Karpas-422,4578,4.102594872772706,2.8817430133845146
CCK-81,5351362,1.3750140202698955,3.2567389054051366
AsPC-1,11228183,2.8237254667802474,3.2164431653878323
OPM-2,selumetinib-BRD-A02303741 (4-1 mol-mol),2.0894009030955245,0.5557933011706209
A-549,46907787,5.023259811787708,1.5862766016076906
VCaP,5311,0.770948516721253,2.322784554011377
KMRC-20,71466380,5.209336168619487,2.7143138163977563
A-549,984333,1.2425209062100595,3.036822353098905
COLO 680N,6914657,-4.61965294383369,3.173269279351042
SUP-T1,135411,-0.5274545577034621,2.854043025590243
8505C,6610355,3.644148528088613,2.691259919501894
OV56,56649450,4.314654620473665,2.5856581499530282
LS123,5284373,2.2652517402248686,3.0002540428636104
SNG-M,65064,5.713462407275854,2.647509059096673
G-292 clone A141B1,selumetinib-BRD-A02303741 (4-1 mol-mol),4.606867325018595,1.7098963786303956
OAW28,71466380,4.3449274646859495,2.6073395832829864
NCI-H460,6917907,-4.956095121428261,3.4701105929142164
HT,25183872,-2.1967825576916766,2.1241863604155906
EN,53495165,2.7892945964496736,2.9952365260488687
BICR 22,53495165,-1.022289455565369,3.105842145939427
NMC-G1,24748573,2.263056117516828,2.6531425073640804
SiMa,11404337,-1.9067460076304843,2.5270209340521004
RL,24748573,1.634016711863875,2.0879344383986784
ACHN,25161177,5.044305255978691,3.3537160966047566
RERF-LC-MS,3025944,4.157794890121567,2.972797428749494
MOLP-8,5284373,1.9803114216772224,1.8024544535404081
SiMa,426756,2.1420691818378783,2.589857540184801
SW1271,46907787,1.639327018501732,0.9121623080663298
TCCSUP,5351362,1.0787076559340512,3.7157611919390545
ALL-SIL,5351362,0.9273092220520184,2.495627848748515
NCI-H2172,2858523,3.5880883683386915,3.1442223013148554
TT,654092,0.2859680463833356,3.267264045385287
SK-MM-2,135411,-5.030603017749758,2.7830117826656906
CAL-27,6917907,-5.855845020676867,3.3523830873550495
SK-ES-1,26596,-2.5080764618558775,3.0881135809462203
NCI-H1838,5311,1.2289838661395842,2.725025142143646
Lu-65,selumetinib-UNC0638 (4-1 mol-mol),0.61966716985046,1.6855013719599767
RPMI-8402,5113032,4.884602806225348,2.5064737517708067
NCI-H1623,72376,-0.6301176586270604,2.6025199940033854
SCC-9,24901704,4.548877009949327,3.169704468172337
NCI-H2081,6917907,-5.960779404992594,3.1783013659198516
NCI-H2110,selumetinib-BRD-A02303741 (4-1 mol-mol),4.4516534452427505,1.5375209433035462
SR,2858523,3.101848616996064,2.1347686036533076
FTC-133,135411,0.6572104898559208,3.8582057738583444
KMS-11,9926054,1.1489638287123365,2.1185249305619194
SK-UT-1,2858523,3.0356672469783,3.305660250714762
