cell_line_id,drug_id,response,predictions
8305C,387447,-4.500899735651715,1.6820273810286284
COR-L88,navitoclax-pluripotin (1-1 mol-mol),-1.5949102346497075,2.4085022852212132
A-204,6852167,1.599589382352186,1.7676600128208915
RKO,56963564,0.5825206420774123,2.7946937030601897
NCI-H2110,71466578,5.140572162086394,3.394955639378497
TE-4,16013152,4.906129423274357,2.2240756858757553
HH [Human lymphoma],1242560,3.32390112316198,2.1634844761727643
SF539,65628,3.9792533711127582,2.7215636680220183
NCI-H23,23635314,-5.442723917738421,3.25197961371447
PaTu 8902,selumetinib-navitoclax (8-1 mol-mol),2.7909772109313677,2.747877887490791
BT-474,navitoclax-pluripotin (1-1 mol-mol),-1.0742415040750295,2.6403109506826157
JeKo-1,9887053,3.7322509372114014,3.3505673024327542
LOX-IMVI,387447,-3.914151602497852,1.1633596850974726
SNU-407,31703,-1.0082438644148106,2.1493255295004814
DBTRG-05MG,selumetinib-navitoclax (8-1 mol-mol),3.4962449153721207,2.672358686973881
KCL-22,31703,-1.5309131877847932,1.7397997547943882
TOV-21G,11626560,2.4592668956667234,3.222570040178637
UM-UC-3,44543605,4.331754584190267,2.374419751308256
DMS 273,135421197,2.3407622077730035,2.274403074267203
NCI-H838,navitoclax-pluripotin (1-1 mol-mol),-0.5686926349029187,2.8992760858278253
A-375,6852167,3.704250523230319,2.383922897965066
SW1088,568763,0.7007246011422348,3.56036594030995
RMG-I,6438330,0.8788741395076296,1.7412617005729618
647V,11626560,1.4953124567230809,2.9820144694361455
CHP-212,9887053,1.8136622207304371,3.4565069926709078
SW48,1242560,3.5610164041067645,2.6979944604147557
UO-31,56963564,0.4873946868914756,3.2940321683693945
KYM-1,11364421,-3.8755120502765834,2.261376433749015
HGC-27,6438330,1.3740169821590456,1.2026408047833401
LS180,navitoclax-pluripotin (1-1 mol-mol),-0.4771322903655018,2.233507726098776
TT,3854666,3.3139239024984586,2.6917971411256967
TALL-1 [Human adult T-ALL],71466578,3.722792588811551,1.932323690828434
WM115,44197249,3.814304480361476,3.840390653126996
GCT,65628,3.937581767993038,2.8716876235019275
SCC-4,387447,-3.782373095512828,1.7757092261668865
THP-1,135421197,0.9721009186640236,1.6291525137917926
HCC1395,135984461,4.308264403922993,1.1658678000115743
EKVX,1242560,3.643397976118514,3.254831362928727
KMRC-1,53392493,3.2185750963739026,2.8066543196483127
HARA [Human squamous cell lung carcinoma],11507802,1.3937860028408913,3.7105076808210504
SNG-M,11626560,1.817058584385788,2.966285077488475
TT,421610,4.269587266709857,3.1534728839800863
A-549,carboplatin-UNC0638 (2-1 mol-mol),3.4182683209917206,3.001087899631176
HCC366,446155,2.507013203557048,3.387008376221799
HGC-27,44543605,4.098474383739348,1.7056017907495888
Rh30,568763,0.0447634760099069,2.7537244669481726
SK-N-FI,selumetinib-navitoclax (8-1 mol-mol),0.8531723664973885,2.1751602308024225
NALM-6,57330099,4.047483393284192,1.837384193235211
Lu-65,24772860,-2.8621529229367417,2.178203140575581
NCI-H2171,11364421,-5.769988570724398,1.8783120957003316
NCI-H446,135984461,1.479932164265367,0.9643822496743795
