cell_line_id,drug_id,response,predictions
P12-Ichikawa,26596,-2.168612597742571,0.8276976388104754
HT115,984333,0.4002320848773198,3.4620421761658333
EC-GI-10,984333,-3.051872608344357,3.541410241378827
UM-UC-3,65064,5.20081189901683,1.1817646397180908
HSC-2,9926054,1.7452128350759892,3.1645624088454163
MDST8,654092,-1.4293910300938224,4.024478450889757
EKVX,24748573,2.2744575139501344,3.5677441701161716
SK-ES-1,11497983,-3.868701068407193,0.22561772532736898
SUP-M2,11228183,1.4312436466104836,1.5213195302076294
ESS-1,24901704,3.989977980383822,2.0102487986361375
TE-5,54678924,1.5236248369971253,1.0277018620200138
PSN1,11497983,4.375113595289177,0.07246170100208149
SW1990,2858523,3.108665147059129,4.023782273053771
TE-11,5113032,4.532325102566281,3.221923437352426
ChaGo-K-1,72193861,1.1879509711321792,2.5130158557572004
QGP-1,65064,3.8645676687152606,1.3065981965166618
RS4;11,654092,-1.6972495587318472,2.314215041993941
SK-LU-1,25183872,-0.961168082495074,1.4369180432101303
SaOS-2,72376,-1.862865015628177,1.3863330895880024
SK-LU-1,10410894,2.884082843020363,3.294959612767949
HCC1428,6917907,-5.488444788350978,3.1272157093214004
SF126,9926054,2.7905707570317686,3.238566464360833
KYSE-140,24901704,4.0115836326370955,1.7637749665697444
MDA-MB-415,6917907,2.958069882684443,2.886116547626218
RPMI-7951,26596,-1.730558618097036,1.7105661153263918
Daoy,10410894,3.6077495689381105,3.3794297191031086
SU-DHL-10,11404337,-3.1168849698273404,0.8954942108126115
GB-1,72376,-1.8437115420113963,1.4804035956600732
OS-RC-2,sirolimus-bortezomib (250-1 mol-mol),1.663291645677193,2.3560789250144047
BICR 22,3038522,1.9324211832044784,2.672902569474065
NCI-H661,3025944,3.908905198351104,-0.7492941931807736
CAL-51,49850262,3.6300011952383584,2.757925807222622
NCI-H460,2858523,3.1665522277325575,4.009340337119288
NCI-H1915,25183872,-1.594925768430462,1.388840727750487
A-172,11404337,0.9074451848226016,1.400210397276783
SNU-81,6917907,-6.2756065511253185,2.760273492053453
MSTO-211H,54678924,1.5146991125566602,0.36676499515263755
HL-60,selumetinib-UNC0638 (4-1 mol-mol),-1.506616407421839,2.251183382637743
HCC1937,24901704,3.9753075077372455,2.3604398193747635
RKN,2858523,3.2318364946727653,4.077075630784982
SNU-475,selumetinib-BRD-A02303741 (4-1 mol-mol),6.852928294011391,2.3562937202120753
GDM-1,65064,5.217691035753028,0.1443625725164985
NCI-H460,5351362,3.0809857123464037,3.621566113360304
SNG-M,11228183,1.1271917089611163,1.9617236543355403
BxPC-3,72193861,-0.2425633398981322,2.555907724376633
OCI-M1,984333,-0.2349308912523499,3.051509675433977
U-251MG,72193861,3.1701073805444255,2.7787187955410233
HOP-62,71729975,2.57008704117282,1.3810963018627505
IA-LM,49836020,4.225846480888235,1.2067131321555602
